fname	lname	city	order_amount
Gloria	Thornton	Caguas	899.9300000000001
Thomas	Rowe	Caguas	899.9300000000001
Mary	Smith	Perth Amboy	899.9300000000001
Jean	Sutton	Caguas	899.9300000000001
Melissa	Smith	Dallas	899.9300000000001
Kathy	Pratt	Caguas	899.9300000000001
Robert	Smith	Caguas	899.9300000000001
Laura	Smith	Portland	899.9300000000001
Marie	Davis	Caguas	899.9300000000001
Mary	Smith	Caguas	899.9300000000001
Mary	Rogers	Caguas	899.9300000000001
Mary	Padilla	Los Angeles	899.9300000000001
Mary	Keller	Fountain Valley	899.9300000000001
Brenda	Bailey	Caguas	899.9300000000001
Mary	Morrison	San Benito	899.9300000000001
Mary	Pacheco	Muskegon	899.9300000000001
Mary	Williams	Santa Ana	899.9300000000001
Mary	Smith	Caguas	899.9300000000001
Mary	Solis	San Pablo	899.9300000000001
Mary	Watkins	Knoxville	899.9300000000001
Mary	Smith	Caguas	899.9300000000001
Mary	Skinner	Brooklyn	899.9300000000001
Danielle	Holt	Tustin	899.9300000000001
Jack	Boyle	Riverside	899.9300000000001
Mary	Hanson	Caguas	899.9300000000001
Mary	Lane	Caguas	899.9300000000001
Cynthia	Jimenez	Caguas	899.9300000000001
Mary	Smith	Caguas	899.9300000000001
Eugene	Smith	Caguas	899.9300000000001
Margaret	White	Silver Spring	899.9300000000001
Brian	Smith	Zanesville	899.9300000000001
Mary	Brown	Caguas	899.9300000000001
William	Smith	Caguas	899.9300000000001
Mary	Estrada	Caguas	899.9300000000001
Mary	Smith	Greenville	899.9300000000001
Helen	Christensen	Caguas	899.9300000000001
Justin	Parker	Visalia	899.9300000000001
Kathleen	Smith	Caguas	899.9300000000001
Mary	Maddox	Caguas	899.9300000000001
Mary	Kirk	Detroit	899.9300000000001
Ashley	Gordon	Richmond	899.9300000000001
Ann	Alexander	Caguas	899.9300000000001
Mary	Smith	Caguas	899.9300000000001
Zachary	Taylor	Caguas	899.9300000000001
Grace	Gould	Quincy	899.9300000000001
Andrew	Whitehead	Washington	899.9300000000001
Charles	Phelps	Hendersonville	899.9300000000001
Joseph	Smith	Vallejo	899.9300000000001
Frances	Terrell	Huntington Station	899.9300000000001
Grace	Smith	Newark	899.9300000000001
Mary	Miranda	Watsonville	899.9300000000001
Christopher	Hatfield	Canyon Country	899.9300000000001
Philip	Nixon	Caguas	899.9300000000001
Jason	Haas	Caguas	899.9300000000001
Eugene	Smith	Fremont	899.9300000000001
Jennifer	Smith	Lompoc	899.9300000000001
Bruce	Smith	Caguas	899.9300000000001
Mary	Castillo	Caguas	899.9300000000001
