fname	lname	city	order_amount
Mary	Smith	Miami	449.93000000000006
Brian	Smith	Caguas	449.93000000000006
Mary	Parks	Caguas	449.93000000000006
Laura	Lopez	Long Beach	449.93000000000006
Alice	Allen	Caguas	449.93
Melissa	Sharp	New York	449.93
Arthur	Smith	Saint Paul	449.93
Michael	Williamson	Virginia Beach	449.93
Emma	Smith	Caguas	449.93
Patricia	Frazier	Rosemead	449.93
Patricia	Freeman	Palatine	449.93
Mary	Smith	Detroit	449.93
Mary	Mason	Caguas	449.93
Aaron	Smith	New York	449.93
Mary	Spencer	Los Angeles	449.93
Crystal	Powell	Dallas	449.93
Mary	Schultz	Longmont	449.93
Austin	Elliott	Highland	449.93
Brian	Smith	Caguas	449.92999999999995
Mary	Smith	Caguas	449.92999999999995
Adam	Smith	Caguas	449.9200000000001
Alan	Smith	Caguas	449.9200000000001
Samuel	Mitchell	Caguas	449.9200000000001
Brittany	Smith	Caguas	449.92
Mary	Smith	Caguas	449.92
Mary	Morris	Baldwin Park	449.92
Mary	Berger	Louisville	449.92
Mary	Jones	Irwin	449.92
Mary	Rhodes	Baldwin Park	449.92
Mary	Smith	Porterville	449.92
Dylan	Smith	New York	449.92
Mary	Herrera	Compton	449.92
Kenneth	Smith	Plainfield	449.92
Kyle	Joyce	Brooklyn	449.92
Mary	Lyons	Brooklyn	449.92
Mary	Taylor	San Diego	449.92
Amber	White	Caguas	449.92
Emily	Maxwell	North Hills	449.92
Christine	Horne	Caguas	449.92
Mary	Smith	North Hills	449.92
Mary	Conrad	Fort Lauderdale	449.92
Joyce	Padilla	Caguas	449.92
Mary	Bowman	Caguas	449.92
Stephen	Smith	Plano	449.92
Amber	Anderson	North Richland Hills	449.92
Roy	Smith	Caguas	449.92
Mary	Smith	Caguas	449.92
George	Myers	Caguas	449.92
Hannah	Gardner	Caguas	449.92
Susan	Meyer	Caguas	449.92
Michael	Smith	Caguas	449.92
Mary	Johnson	La Habra	449.92
Mary	Smith	San Jose	449.92
Mary	Smith	Caguas	449.92
Mary	Smith	Brooklyn	449.92
Mary	Smith	Broomfield	449.92
Dylan	Walker	Caguas	449.92
Nancy	Smith	Elmhurst	449.92
Gary	Garcia	Toa Alta	449.92
Mary	Smith	Lynwood	449.92
Steven	Smith	Simi Valley	449.92
Nancy	Myers	Clovis	449.92
Mary	Fisher	Caguas	449.92
Elizabeth	Edwards	Caguas	449.92
Catherine	Arnold	Stockbridge	449.92
Diane	Wiggins	Oregon City	449.92
Willie	Smith	Caguas	449.92
Olivia	Matthews	Caguas	449.92
Christopher	Meza	Los Angeles	449.92
Amanda	Lopez	Caguas	449.92
Kimberly	Sweeney	North Richland Hills	449.91999999999996
Maria	Smith	Milwaukee	449.91999999999996
Mary	Evans	Caguas	449.91999999999996
Gregory	Mitchell	Caguas	449.91999999999996
Theresa	Smith	Caguas	449.91999999999996
Arthur	Johnson	Philadelphia	449.91999999999996
Mary	Smith	Chandler	449.91999999999996
Shirley	Sullivan	Caguas	449.91999999999996
David	Smith	Denver	449.91999999999996
Mary	Coleman	Caguas	449.91999999999996
Robert	Smith	Caguas	449.91999999999996
Rachel	Dunn	Caguas	449.91999999999996
Ruth	Shepherd	Grove City	449.91999999999996
Mary	Smith	La Mesa	449.91999999999996
Alexander	Smith	Cypress	449.91999999999996
Mary	Campos	Kent	449.91999999999996
Mary	Weeks	Caguas	449.91999999999996
Stephen	Lee	San Antonio	449.91999999999996
Gloria	Smith	Santee	449.91999999999996
Mildred	Rios	Roswell	449.91999999999996
Mary	Salazar	San Francisco	449.91999999999996
Matthew	Williams	Caguas	449.91
Amber	White	Caguas	449.91
