fname	lname	city	order_amount
Lisa	Keith	San Antonio	1199.9
Mary	Wood	Oak Lawn	1199.9
Victoria	Smith	Zanesville	1199.9
Andrew	Smith	Rosemead	1199.9
Mary	Barnes	Caguas	1199.9
Vincent	Smith	Caguas	1199.9
Joan	Smith	Caguas	1199.9
Mary	Smith	Lutz	1199.9
Matthew	Smith	Caguas	1199.9
Mary	Smith	Goose Creek	1199.9
Mary	Smith	Caguas	1199.9
Russell	Sullivan	Mount Prospect	1199.9
Gloria	Sandoval	Napa	1199.9
Mary	Smith	Los Angeles	1199.9
Mary	Stephenson	Saint Paul	1199.9
Mary	Smith	Caguas	1199.9
Mary	Jones	Chicago	1199.9
Teresa	Gray	Caguas	1199.9
Mary	Perkins	Bronx	1199.9
Mary	Chavez	Caguas	1199.9
Ruth	Brown	Caguas	1199.9
James	Potter	Caguas	1199.9
Jonathan	Jones	Lynn	1199.9
Virginia	Smith	Miami	1199.9
Mary	Smith	Peoria	1199.9
Pamela	Walker	Decatur	1199.9
Mary	Smith	Caguas	1199.9
Ruth	Smith	Orlando	1199.9
Jennifer	Williamson	Rio Grande	1199.9
Tyler	Fernandez	West Orange	1199.9
Mary	Craig	San Diego	1199.9
Katherine	Smith	Oregon City	1199.9
Henry	Smith	Caguas	1199.9
Jerry	Gibson	Colorado Springs	1199.9
Catherine	Erickson	Caguas	1199.9
Evelyn	Thompson	Caguas	1199.9
Jane	Rich	Rowland Heights	1199.9
Mary	Smith	Detroit	1199.9
Mary	Wade	Caguas	1199.9
Cheryl	Smith	El Monte	1199.9
Timothy	Smith	Diamond Bar	1199.89
Mary	Moses	Caguas	1199.89
Mary	Smith	Caguas	1199.89
Susan	Smith	Detroit	1199.89
Amy	Wright	Los Angeles	1199.89
Jerry	Deleon	Caguas	1199.89
Mary	Hernandez	Van Nuys	1199.89
Mary	Bennett	Tucson	1199.89
Matthew	Smith	Cumberland	1199.89
Mary	Smith	Caguas	1199.89
Mary	Torres	Caguas	1199.89
Mary	Morgan	Caguas	1199.89
Doris	Moody	Caguas	1199.89
Mary	Smith	Ogden	1199.89
Jane	Smith	Caguas	1199.89
John	Buckley	Caguas	1199.89
Robert	Smith	San Ramon	1199.8899999999999
Mary	Smith	Las Vegas	1199.8899999999999
Sara	Smith	Aurora	1199.8899999999999
Mary	Cline	Caguas	1199.88
Betty	Wolfe	Caguas	1199.88
Steven	Powers	Marion	1199.88
Jeffrey	Palmer	Caguas	1199.88
Mary	Riley	Granada Hills	1199.88
Richard	Smith	Cleveland	1199.88
Cynthia	Brown	San Jose	1199.88
Mary	Smith	Pharr	1199.88
Megan	Collier	Caguas	1199.88
Mary	Smith	Brooklyn	1199.88
Karen	Smith	Everett	1199.88
Mary	Jenkins	San Juan	1199.88
Mary	Wu	New York	1199.88
Dylan	Horton	Saint Paul	1199.88
Ashley	Smith	Mchenry	1199.88
Nicholas	Collins	Taylor	1199.88
Diane	Taylor	Sacramento	1199.88
Mary	Allen	Zanesville	1199.88
Brandon	Frost	Wyoming	1199.88
Dorothy	Smith	Laredo	1199.88
Mary	Smith	Brooklyn	1199.88
Mary	Martinez	Caguas	1199.88
Karen	Smith	Philadelphia	1199.88
Charles	Johnson	Chino Hills	1199.88
Mary	Smith	Pharr	1199.88
Michael	Torres	Caguas	1199.8700000000001
Deborah	Smith	Caguas	1199.8700000000001
Mary	Smith	Caguas	1199.8700000000001
Mary	Little	Caguas	1199.8700000000001
Joseph	Smith	Salinas	1199.8700000000001
Mary	Smith	Huntington Park	1199.8700000000001
Judith	Richards	Caguas	1199.8700000000001
Robert	Smith	Caguas	1199.8700000000001
Mary	Smith	Winter Park	1199.8700000000001
Mary	Smith	Corona	1199.8700000000001
Mary	Farrell	Los Angeles	1199.8700000000001
Angela	Vargas	Caguas	1199.8700000000001
Lisa	Wallace	San Ramon	1199.8700000000001
Dorothy	Smith	Caguas	1199.87
Mary	Clayton	Caguas	1199.87
Mary	Smith	Elmhurst	1199.87
Juan	Wells	Wyandotte	1199.87
Mary	Freeman	Pawtucket	1199.8600000000001
Alice	Smith	Caguas	1199.8600000000001
