fname	lname	city	order_amount
Mary	Hutchinson	Pompano Beach	299.95000000000005
Mary	Park	Caguas	299.95000000000005
Mary	Hansen	Santa Ana	299.95000000000005
Mary	Long	Costa Mesa	299.95000000000005
William	Smith	Caguas	299.95000000000005
Mary	Smith	Bolingbrook	299.95
Donald	Smith	Denton	299.95
Debra	Smith	Anaheim	299.95
Sarah	Smith	Caguas	299.95
Mary	Delacruz	Oxnard	299.95
Cynthia	Moran	Apopka	299.95
Mary	Smith	San Sebastian	299.95
Tyler	Smith	New York	299.95
Lisa	Turner	Tampa	299.95
Mary	Nelson	Caguas	299.95
Mary	Woods	Pompano Beach	299.95
Alexander	Jordan	Gaithersburg	299.95
Mary	Smith	Caguas	299.95
Mary	Smith	San Francisco	299.95
Christopher	Smith	Albuquerque	299.95
Mary	Gonzalez	Sunnyvale	299.95
Harold	Medina	Caguas	299.95
John	Greene	Caguas	299.95
Phillip	Smith	Fort Worth	299.95
Virginia	Smith	Honolulu	299.95
Mary	Smith	Caguas	299.95
Emily	Smith	Caguas	299.95
Mary	Chang	Hialeah	299.95
Joyce	Garcia	Los Angeles	299.95
Mary	Smith	Lancaster	299.95
Mary	Smith	Caguas	299.95
Janice	Smith	Ventura	299.95
Mary	Smith	Caguas	299.95
Mary	Strong	Caguas	299.95
Michelle	Smith	Williamsport	299.95
Janet	Simmons	Caguas	299.95
Catherine	Smith	Littleton	299.95
Susan	Smith	Caguas	299.95
Mary	Smith	Mission Viejo	299.95
Tyler	Key	San Jose	299.95
George	Smith	Caguas	299.95
Jacob	Guerrero	Escondido	299.95
Christian	Keller	Caguas	299.95
Jane	Jennings	Caguas	299.95
Judith	Smith	San Juan	299.95
Lisa	Smith	Caguas	299.95
Eric	Floyd	Hollywood	299.95
Christopher	Mejia	Caguas	299.95
Christopher	Perez	Englewood	299.95
Nancy	Wright	New Orleans	299.95
Mary	Key	Cleveland	299.95
Ann	Underwood	Caguas	299.95
Mary	Stanley	Caguas	299.95
Jonathan	Nash	Phoenix	299.95
Mary	Forbes	Scottsdale	299.95
Mary	Smith	Cypress	299.95
Brenda	Patel	San Jose	299.95
Mary	Powell	Caguas	299.95
Kevin	Park	Albuquerque	299.95
Harry	Schaefer	Baltimore	299.95
Mary	Perkins	Caguas	299.95
Mary	Smith	Houston	299.95
Mary	Smith	Caguas	299.95
Gary	Smith	Brooklyn	299.95
Mary	Gamble	Caguas	299.95
Bobby	Smith	New Orleans	299.95
Mary	Smith	Chino Hills	299.95
Mary	Randolph	Caguas	299.95
Mary	Smith	Bakersfield	299.95
Melissa	Powell	Dallas	299.95
Victoria	Smith	Colorado Springs	299.95
Mary	Cochran	Costa Mesa	299.95
Mary	Santiago	Staten Island	299.95
Karen	Burke	Mayaguez	299.95
Jonathan	Perkins	Broken Arrow	299.95
Melissa	Smith	Bronx	299.95
Alice	Wyatt	Caguas	299.95
Joshua	Smith	Las Vegas	299.95
Karen	Smith	East Lansing	299.95
Catherine	Johnson	Detroit	299.95
Mary	Dyer	San Sebastian	299.95
Judith	Smith	Arlington Heights	299.95
Mary	Smith	Tinley Park	299.95
Joseph	Smith	Caguas	299.95
Shirley	Whitehead	Caguas	299.95
Mark	Nunez	Los Angeles	299.95
Melissa	Smith	Tampa	299.95
Karen	Smith	Sunnyvale	299.95
Eric	Conner	Caguas	299.95
Janet	Jones	Caguas	299.95
Mary	Smith	Caguas	299.95
Angela	Smith	Caguas	299.95
Mary	Yates	Stamford	299.95
Ann	Allison	Fullerton	299.95
Kathryn	Smith	Moreno Valley	299.95
