fname	lname	city	order_amount
Mary	Smith	New York	249.89999999999998
Mary	Smith	Harvey	249.89999999999998
Mary	Wright	Chicago	249.89999999999998
Marilyn	Smith	Caguas	249.89999999999998
Mary	Smith	San Bernardino	249.89999999999998
Carl	Bright	Massapequa	249.89999999999998
Mary	Heath	Caguas	249.89999999999998
Daniel	Smith	Clovis	249.89999999999998
Jacqueline	Williams	Tucson	249.89999999999998
Mary	Thompson	Caguas	249.89999999999998
Jennifer	Cooper	New York	249.89999999999998
Mary	Douglas	Caguas	249.89999999999998
Matthew	Rasmussen	Reseda	249.89999999999998
Joseph	Clark	Rome	249.89999999999998
Paul	Thomas	Brooklyn	249.89999999999998
Barbara	King	Caguas	249.89999999999998
Mary	Smith	Chicago	249.89999999999998
James	Brown	Philadelphia	249.89999999999998
Mary	Ayala	Chula Vista	249.89999999999998
Mary	Rogers	Brooklyn	249.89999999999998
Mary	Smith	Hempstead	249.89999999999998
Nathan	Mcbride	Caguas	249.89999999999998
Mary	Brooks	Caguas	249.89999999999998
Kathryn	Ware	Saint Louis	249.89999999999998
Patricia	Smith	Upland	249.89999999999998
Cynthia	Price	Caguas	249.89999999999998
Mary	Smith	Caguas	249.89999999999998
Mary	Smith	Los Angeles	249.89999999999998
Larry	Williamson	Caguas	249.89999999999998
Mary	Howell	Caguas	249.89999999999998
Mary	Branch	Aurora	249.88
Susan	Chan	Compton	248.99
Mary	Myers	Fullerton	247.99
Katherine	Smith	Caguas	247.98000000000002
Timothy	Gilbert	Caguas	247.96
Brittany	Copeland	Caguas	247.95000000000002
Grace	Smith	Tempe	247.95
Pamela	Murphy	Caguas	247.94
Mary	Smith	Fairfield	247.91
Jennifer	Taylor	Frankfort	247.89
Mary	Duffy	Mililani	245.98000000000002
Patrick	Smith	Los Angeles	245.98000000000002
Maria	Macdonald	Caguas	245.97
Rebecca	White	New York	245.91
Mary	Salas	Lockport	245.91
Cynthia	Mcbride	Clarksville	244.98000000000002
Katherine	Smith	Bolingbrook	244.98000000000002
Douglas	Burgess	Raleigh	244.98000000000002
Mary	Gibson	Philadelphia	244.98000000000002
Mary	Tucker	Caguas	244.97
Deborah	Smith	Caguas	244.97
Barbara	Smith	Caguas	244.96
Mary	Smith	Oxnard	244.96
Helen	Smith	Caguas	244.96
Joyce	Howe	Woodbridge	244.96
Mary	Ray	Caguas	244.95000000000002
Linda	Daniel	Caguas	244.93
Mary	Myers	Caguas	244.93
Harold	Medina	Caguas	244.93
Mary	Hull	Caguas	244.92000000000002
Maria	Stanley	Philadelphia	244.92000000000002
Ashley	Buck	Arecibo	244.92000000000002
Katherine	Cole	Santa Ana	244.92
Mary	Harris	La Mirada	244.92
Mary	Smith	Caguas	244.89
Amanda	Sanders	Norcross	243.99
Lisa	Velasquez	Mesa	243.97
Maria	Smith	Caguas	243.97
Deborah	Smith	Cleveland	243.95999999999998
Brian	Green	Caguas	243.95000000000002
Eugene	Smith	New Orleans	243.95
Mary	Richardson	Las Vegas	243.95
Mary	Velez	Caguas	243.95
Mary	Smith	San Antonio	243.93
Andrew	Smith	Brooklyn	241.96000000000004
Sandra	Smith	Baltimore	241.96000000000004
Nancy	Smith	Chicago	241.95000000000002
Sarah	Greene	Caguas	241.94
Jessica	Mccarty	Miami	240.98000000000002
Margaret	Valenzuela	Everett	239.99
William	Crawford	Rock Hill	239.99
Mary	Conner	Wyoming	239.99
Mary	Smith	Brooklyn	239.99
John	Love	Corona	239.99
Carolyn	Gallegos	Huntington Station	239.99
Mary	Hardin	Granada Hills	239.99
Stephanie	Wagner	Caguas	239.99
Donna	Smith	Los Angeles	239.99
Mary	Smith	Bakersfield	239.99
Mary	Alvarez	Caguas	239.99
Mary	Smith	Caguas	239.99
Samantha	Anderson	Los Angeles	239.99
David	Smith	Laredo	239.99
Amber	Smith	Indianapolis	239.99
David	Larsen	San Pablo	239.99
Mary	Glass	La Mesa	239.99
Mary	Todd	Caguas	239.98000000000002
Mary	Barnes	Simi Valley	239.98000000000002
Ethan	Cross	Ewa Beach	239.98000000000002
Joshua	Smith	Las Vegas	239.98000000000002
Martha	Prince	Amarillo	239.98000000000002
Dorothy	Smith	Campbell	239.98000000000002
Patricia	Kramer	Los Angeles	239.98000000000002
Pamela	Smith	Daly City	239.98000000000002
Mary	Proctor	Caguas	239.98000000000002
Zachary	Reyes	Lockport	239.98000000000002
Mary	Smith	Jacksonville	239.98000000000002
Mary	Smith	Caguas	239.98000000000002
Kimberly	Smith	Caguas	239.98000000000002
Richard	Gordon	Huntington Beach	239.98000000000002
Mary	Smith	Caguas	239.98000000000002
Dennis	Smith	Caguas	239.98000000000002
Daniel	Bruce	La Mesa	239.98000000000002
Mary	Smith	Brooklyn	239.98000000000002
Mary	Smith	Houston	239.98000000000002
Mary	Smith	Caguas	239.98000000000002
Mary	Fox	Brooklyn	239.98000000000002
James	Smith	Caguas	239.98000000000002
Barbara	Martin	Caguas	239.98000000000002
Andrea	Smith	Loveland	239.98000000000002
Mary	Smith	Chicago	239.98000000000002
Mary	Diaz	Caguas	239.98000000000002
Kevin	Cantu	Caguas	239.98000000000002
Jane	Luna	Fontana	239.98000000000002
Dennis	Smith	Caguas	239.98000000000002
Mary	Smith	Caguas	239.98000000000002
Justin	Kim	Opa Locka	239.98000000000002
Mary	Scott	New Orleans	239.98000000000002
Vincent	Valenzuela	Caguas	239.98000000000002
Mary	Jordan	Caguas	239.98000000000002
Elizabeth	Ramos	Caguas	239.98000000000002
Mary	Smith	Saint Paul	239.98000000000002
Bryan	Ward	Caguas	239.98000000000002
Brenda	Patel	San Jose	239.98000000000002
Steven	Elliott	Aurora	239.98000000000002
Emma	Russell	Lockport	239.98000000000002
Mary	Franco	New Bedford	239.98000000000002
Johnny	Morse	Caguas	239.98000000000002
Mary	Dyer	San Sebastian	239.98000000000002
