fname	lname	city	order_amount
Johnny	Smith	Caguas	739.89
Mary	Smith	San Jose	739.89
Mary	Sweeney	Milford	739.89
Mary	Smith	Conway	739.89
James	Hardin	Plano	739.89
Mary	Smith	Virginia Beach	739.89
Stephanie	Norton	Cleveland	739.89
Mary	Smith	Caguas	739.89
Amy	Perez	Caguas	739.8800000000001
Mary	Coleman	Caguas	739.8800000000001
Robert	Christensen	Highland	739.88
Mary	Smith	Caguas	739.88
Jane	Simmons	Caguas	739.88
Mary	Smith	Caguas	739.88
James	Smith	Riverside	739.88
Joshua	Smith	Memphis	739.88
Mary	Evans	Caguas	739.88
Mary	Smith	Porterville	739.8799999999999
Julia	Mosley	Simi Valley	739.8700000000001
Mary	Gonzalez	Carmichael	739.8700000000001
Michael	Smith	Caguas	739.87
Melissa	Smith	Caguas	739.87
Susan	Smith	Norfolk	739.87
Steven	Smith	Caguas	739.87
Albert	Mitchell	San Juan	739.87
Ronald	Harrison	Garden Grove	739.8600000000001
Justin	White	Fremont	739.86
Mary	Davis	Honolulu	739.86
Mary	Henry	Caguas	739.86
Robert	Smith	Caguas	739.86
Jeffrey	Smith	Staten Island	739.86
Frances	Gomez	Daly City	739.86
Joseph	Hoffman	Newark	739.86
Mary	Smith	Caguas	739.86
Daniel	Smith	Clovis	739.85
Mary	Hill	Caguas	739.85
Richard	Smith	Cleveland	739.85
Dorothy	Friedman	Miami	739.85
Mary	Butler	Lawrence	739.85
Mary	Smith	Caguas	739.85
Mary	Lee	Indianapolis	739.85
Mary	Smith	Chicago	739.85
Joyce	Pittman	Caguas	739.85
Mary	Holt	Cleveland	739.84
Robert	Smith	Fort Worth	739.84
Mary	Mills	Philadelphia	739.84
Jennifer	Obrien	Caguas	739.84
Maria	Joseph	Los Angeles	739.84
Justin	Smith	Caguas	739.84
Mary	Harris	Caguas	739.84
Stephanie	Vasquez	Antioch	739.84
Lisa	Allen	Strongsville	739.8399999999999
Betty	Wyatt	Caguas	739.8399999999999
Alice	Boyd	Cayey	739.83
Julie	Cole	Phoenix	739.83
Mary	Smith	Ballwin	739.83
Eric	Richardson	Saint Paul	739.83
Robert	Smith	Jackson	739.83
Mary	Smith	Richmond	739.83
Mary	Clarke	Quincy	739.8299999999999
Eugene	Davila	Wayne	739.8299999999999
Mary	Smith	Woonsocket	739.8299999999999
Mary	Smith	Caguas	739.82
Mary	Franco	New Bedford	739.82
Daniel	Smith	Van Nuys	739.8199999999999
Ethan	Alexander	La Crosse	739.8199999999999
Shawn	Cross	Caguas	739.8199999999999
Jacqueline	Lam	Philadelphia	739.81
Paul	Sosa	Caguas	739.79
Maria	Ho	Hyattsville	739.78
Mary	Drake	New York	739.77
Linda	Hoffman	Lombard	738.97
Mary	Martinez	San Diego	738.94
Deborah	Brown	New York	738.9000000000001
Jason	Smith	Caguas	737.94
Betty	Phillips	Caguas	737.9200000000001
