fname	lname	city	order_amount
Mary	Smith	San Diego	999.91
Mary	Smith	Caguas	999.91
Mary	Perkins	Bronx	999.91
Janet	Odom	Caguas	999.9000000000001
Gerald	Nichols	Raleigh	999.9000000000001
Mary	Summers	Simi Valley	999.9000000000001
Mary	Rivera	Del Rio	999.9000000000001
Susan	Shannon	Muskegon	999.9000000000001
Mary	Smith	Caguas	999.9000000000001
Mary	Bautista	Oxnard	999.9000000000001
Larry	Franklin	Clearfield	999.9000000000001
Diane	Davis	Endicott	999.9000000000001
Mary	Smith	Bowling Green	999.9000000000001
Mary	Smith	Brooklyn	999.9000000000001
James	Greene	Brooklyn	999.9000000000001
Daniel	Smith	New Brunswick	999.9000000000001
Jane	Thomas	Caguas	999.9000000000001
Jane	Smith	Greensburg	999.9000000000001
Mary	Martinez	Redmond	999.9000000000001
Grace	Shah	Lutz	999.9000000000001
Anna	Smith	Houston	999.9000000000001
Wayne	Smith	Caguas	999.9000000000001
Mary	Smith	New York	999.9000000000001
Alan	Weber	Tempe	999.9000000000001
James	Smith	New York	999.9000000000001
Mary	Smith	Long Beach	999.9
Mary	Cole	San Diego	999.9
Tiffany	Berger	Caguas	999.9
Robert	Smith	Chicago	999.9
Paul	Smith	Columbus	999.9
Angela	Meadows	Los Angeles	999.9
James	Smith	New York	999.9
Kimberly	Villa	Buffalo	999.9
Mary	Garner	Houston	999.9
Mary	Smith	Brooklyn	999.9
James	Brown	Philadelphia	999.9
Olivia	Smith	Rancho Cucamonga	999.8900000000001
Mary	Smith	Merced	999.8900000000001
Michelle	Smith	West Chester	999.8900000000001
Brenda	Smith	Bismarck	999.8900000000001
Donald	Wheeler	Temecula	999.8900000000001
Dylan	Smith	New Orleans	999.8900000000001
Denise	Smith	Caguas	999.8900000000001
Samuel	Henderson	Caguas	999.8900000000001
Dorothy	Villegas	Chicago	999.8900000000001
Mary	Smith	San Juan	999.8900000000001
Mary	Mcguire	Chicago	999.8900000000001
William	Smith	Caguas	999.89
Sharon	Smith	Caguas	999.89
Mary	Freeman	Caguas	999.89
Mary	Nelson	Caguas	999.89
Ralph	Smith	Memphis	999.89
Michael	Harmon	Bakersfield	999.89
Karen	Smith	Bronx	999.89
Henry	Maldonado	Caguas	999.89
Jessica	Perry	Caguas	999.89
Catherine	Escobar	Bronx	999.89
Elizabeth	Pittman	Caguas	999.89
Cheryl	Smith	Caguas	999.89
Donna	Smith	Lawton	999.89
Kevin	Bowers	Caguas	999.89
Jacob	Smith	Caguas	999.89
Bobby	Jimenez	Holland	999.8800000000001
Willie	Smith	Lompoc	999.8800000000001
Mary	Estrada	Cary	999.8800000000001
Judy	Phillips	San Diego	999.8800000000001
Mary	Tucker	Caguas	999.8800000000001
Nicholas	Smith	Caguas	999.8800000000001
Roger	Smith	Caguas	999.8800000000001
Evelyn	Smith	Eagle Pass	999.8800000000001
Mary	Perez	Caguas	999.8800000000001
Mary	Schroeder	Fond Du Lac	999.8800000000001
Mary	Smith	Las Vegas	999.8800000000001
Emily	Smith	Tempe	999.8800000000001
Lori	Smith	Houston	999.8800000000001
Sharon	Schultz	Hollister	999.8800000000001
Sharon	Parsons	Alhambra	999.8800000000001
Stephen	Smith	Caguas	999.8800000000001
Mary	Holt	Long Beach	999.8800000000001
Eugene	Lewis	Philadelphia	999.8800000000001
Mary	Romero	Detroit	999.8800000000001
Jacqueline	James	Houston	999.8800000000001
Mary	Tucker	Caguas	999.8800000000001
Carol	Jackson	Caguas	999.8800000000001
Mary	Smith	Wyandotte	999.8800000000001
Doris	Smith	Santa Fe	999.8800000000001
Mary	Patel	Tempe	999.8800000000001
Anthony	Reyes	Tucson	999.8800000000001
Margaret	Chang	Las Vegas	999.8800000000001
Mary	Murphy	Los Angeles	999.8800000000001
Kenneth	Smith	West Chester	999.8800000000001
Kyle	Wheeler	Webster	999.8800000000001
Mary	Washington	Tucson	999.8800000000001
James	Smith	Los Angeles	999.8800000000001
Mary	Mcneil	Caguas	999.8800000000001
Peter	Smith	Caguas	999.88
Thomas	Martin	Elgin	999.88
Samuel	Mitchell	Caguas	999.88
Mary	Smith	Washington	999.88
Gerald	Garza	Caguas	999.88
Ruth	Carter	Caguas	999.88
Mary	Hunter	West Orange	999.88
Richard	Holland	Philadelphia	999.88
Mary	Bruce	Sylmar	999.88
Joshua	Garcia	Caguas	999.88
Mary	Smith	Cleveland	999.88
Marilyn	Davis	Caguas	999.88
Benjamin	Cole	Temecula	999.88
Samantha	Graham	Phoenix	999.88
Mary	Morgan	Caguas	999.88
Mary	Smith	Newburgh	999.88
Mary	Smith	Caguas	999.88
