fname	lname	city	order_amount
Mary	Madden	Caguas	979.9
Mary	Cuevas	Caguas	979.9
Kathleen	Higgins	Fairfield	979.8900000000001
Mary	Smith	Bloomfield	979.8900000000001
Pamela	Alvarado	Fontana	979.8900000000001
Mary	Henry	Caguas	979.8900000000001
Angela	Smith	Caguas	979.8900000000001
Kelly	Livingston	Caguas	979.8900000000001
Ann	Morris	Fairfield	979.8900000000001
Kimberly	Smith	Caguas	979.8900000000001
Kenneth	Prince	Caguas	979.8900000000001
Dorothy	Hale	Las Vegas	979.8900000000001
Thomas	Smith	Eugene	979.8900000000001
Paul	Cook	Caguas	979.8900000000001
Kimberly	Meza	Caguas	979.8900000000001
Mary	Allen	Zanesville	979.8900000000001
Peter	Smith	Caguas	979.8900000000001
Mary	Bates	Caguas	979.8900000000001
Megan	Johnson	Las Vegas	979.8900000000001
Mary	Smith	San Pablo	979.8900000000001
Donald	Brooks	San Marcos	979.8900000000001
Steven	Morgan	Bronx	979.8900000000001
Edward	Jones	Caguas	979.89
Judy	Smith	Caguas	979.89
Mary	Vance	Caguas	979.89
Robert	Smith	San Ramon	979.89
Mary	Matthews	Caguas	979.89
Andrea	Smith	Albuquerque	979.89
Carol	Ware	Wichita	979.89
Jeffrey	Smith	Caguas	979.89
Mary	Morales	Muskegon	979.89
Christopher	Smith	Hawthorne	979.89
Mary	Garner	Houston	979.89
Richard	Leach	Caguas	979.89
Mary	Smith	Gilroy	979.89
Ashley	Benitez	Caguas	979.89
Mary	Smith	Caguas	979.8800000000001
Elizabeth	Fritz	Caguas	979.8800000000001
Mary	Hinton	Los Angeles	979.8800000000001
Brian	Sexton	Vallejo	979.8800000000001
Jeremy	Holmes	Los Angeles	979.8800000000001
Mary	Smith	El Paso	979.8800000000001
Mary	West	Smyrna	979.88
Mary	Johnson	San Jose	979.88
Margaret	Summers	Caguas	979.88
Mary	Glenn	Lancaster	979.88
Matthew	Love	El Paso	979.88
Nicholas	Pope	Caguas	979.88
William	Serrano	Caguas	979.88
Mary	Adams	Caguas	979.88
Marilyn	Smith	Caguas	979.88
Doris	Smith	Germantown	979.88
Mary	Holt	Cleveland	979.8700000000001
Crystal	Lucero	Brooklyn	979.8700000000001
Judy	Smith	Round Rock	979.87
Grace	Moore	Cumberland	979.87
Kyle	Thomas	Caguas	979.87
Aaron	Smith	Caguas	979.87
Ralph	Smith	La Mesa	979.87
Carolyn	Smith	Atlanta	979.87
Diana	Smith	Caguas	979.87
Danielle	Browning	Van Nuys	979.87
Kelly	Smith	Dayton	979.8699999999999
Victoria	Smith	Caguas	979.8699999999999
Maria	Summers	Caguas	979.8699999999999
Mary	Martin	Sacramento	979.8699999999999
Larry	Peterson	Buena Park	979.8600000000001
Catherine	Hawkins	Caguas	979.8600000000001
Mary	Smith	Caguas	979.8600000000001
Mary	Weaver	Caguas	979.8600000000001
Nicholas	Parker	Bakersfield	979.8600000000001
Angela	Gray	Los Angeles	979.8600000000001
Doris	Moody	Caguas	979.8600000000001
Vincent	Willis	Milford	979.8600000000001
Mary	Ortiz	Bronx	979.8600000000001
Jeffrey	Smith	Caguas	979.86
Donna	Smith	Caguas	979.86
Mary	Sanchez	Caguas	979.86
Joseph	Hutchinson	Brooklyn	979.86
Christian	Calderon	Salt Lake City	979.86
Jessica	Turner	Brooklyn	979.86
Amber	Smith	New Brunswick	979.86
Albert	Smith	Brooklyn	979.86
Jacqueline	Smith	Caguas	979.86
Mary	Edwards	Los Angeles	979.86
Linda	Smith	Virginia Beach	979.86
Mary	Perez	Waukegan	979.86
Tammy	Smith	Caguas	979.86
Mary	Bell	Chicago	979.86
Mary	Smith	Caguas	979.86
Mary	Bell	San Antonio	979.86
Mary	Smith	Watsonville	979.86
Teresa	Smith	New Bedford	979.86
Janice	James	Caguas	979.86
Mary	Patterson	Houston	979.8599999999999
Mary	Smith	Caguas	979.8599999999999
Mary	Ewing	Brooklyn	979.8500000000001
Linda	Murray	Pompano Beach	979.8500000000001
Katherine	Krueger	Caguas	979.85
Joan	Garcia	Columbus	979.85
James	Young	Caguas	979.85
Mary	Brown	Caguas	979.85
Crystal	Foster	Trujillo Alto	979.85
Janet	Farley	Phoenix	979.85
Mary	Anderson	Caguas	979.85
Stephen	Blackburn	Caguas	979.85
Christopher	Fry	Caguas	979.85
Jacqueline	Butler	San Bernardino	979.85
Mark	Rios	Bay Shore	979.85
Mary	Cameron	Caguas	979.85
Olivia	Gregory	Caguas	979.85
Mary	Harper	Florissant	979.85
Rose	Smith	Caguas	979.85
Sharon	Smith	Caguas	979.8499999999999
Kevin	Patel	Laguna Niguel	979.8499999999999
Mary	Smith	Caguas	979.8499999999999
Evelyn	Bailey	Newark	979.8499999999999
Mary	Smith	Caguas	979.84
Mary	Keller	Caguas	979.84
Pamela	Smith	Pompano Beach	979.84
Jacqueline	Page	Riverside	979.84
Mary	Smith	Hollywood	979.84
Brenda	Cline	Methuen	979.84
Mary	Bailey	Fresno	979.84
Debra	Smith	Sanford	979.84
Diana	Smith	Caguas	979.8399999999999
Mary	Gomez	Caguas	979.8300000000002
Raymond	Bray	Caguas	979.83
George	Terrell	Caguas	979.8299999999999
Deborah	Hunter	Carolina	979.8299999999999
Mary	Smith	Caguas	979.82
Rebecca	Roberts	Brooklyn	979.82
Donna	Martinez	Caguas	979.82
Mary	Smith	Caguas	979.82
Elizabeth	Watkins	Caguas	979.82
Hannah	Long	Caguas	979.82
Mary	Armstrong	Caguas	979.82
Andrew	Smith	Carlsbad	979.82
Lisa	Moore	New York	979.82
Mary	Sanchez	Caguas	979.82
Mary	Bennett	Caguas	979.82
Mary	Adams	Apex	979.8199999999999
Mary	Smith	Wyandotte	979.8199999999999
David	Smith	Elmhurst	979.8199999999999
Mary	Mosley	Caguas	979.8199999999999
Mary	Smith	San Jose	979.8199999999999
Jason	Nolan	Caguas	979.8100000000001
Mary	Smith	Warren	979.8100000000001
Mary	Holt	Long Beach	979.8100000000001
Kevin	Larsen	Caguas	979.81
David	Guerra	Caguas	979.8000000000001
Helen	Smith	Hayward	979.8000000000001
Mary	Watson	Olathe	979.8
Tammy	Sloan	Caguas	979.8
Terry	Smith	Princeton	979.79
Mary	Harris	Fremont	979.79
Raymond	Kidd	Plano	979.79
Sarah	Smith	Caguas	979.79
Angela	Smith	Caguas	979.79
Mary	Smith	Caguas	979.79
Mary	Williams	East Brunswick	979.79
Jose	York	Far Rockaway	979.79
Emma	Smith	Brooklyn	979.78
Mary	Smith	Long Beach	979.77
Mary	Smith	Houston	979.77
Jeremy	Smith	West Jordan	979.76
Mary	Smith	Los Angeles	979.75
Mary	Smith	Caguas	979.75
Christian	Turner	Aurora	979.7399999999999
Carol	Smith	Caguas	979.7399999999999
Mary	Smith	Caguas	979.72
Alexander	Adams	Brooklyn	978.8700000000001
Patricia	Smith	Indianapolis	977.95
Helen	Miller	Caguas	977.9200000000001
Mary	Henry	Irwin	977.9200000000001
Mary	Hubbard	Caguas	977.9200000000001
Steven	Smith	El Paso	977.9100000000001
Mary	Silva	Caguas	975.9000000000001
Mary	Smith	Caguas	975.8900000000001
Mary	Waters	Corona	975.8800000000001
Mary	Cooper	Toms River	975.8800000000001
William	Hunter	Washington	975.84
Kevin	Smith	Knoxville	975.83
Charles	Jordan	Saint Paul	975.77
Andrea	Sheppard	San Diego	974.97
Dylan	Jackson	Sun Valley	974.96
Mary	Smith	Victorville	974.94
Shirley	Lewis	Caguas	974.94
Johnny	Smith	Caguas	974.94
Diane	Jones	Caguas	974.9300000000001
Katherine	Smith	Caguas	974.9100000000001
Mary	Hutchinson	Pompano Beach	974.9100000000001
Randy	Watts	Caguas	974.9100000000001
Michael	Raymond	Buffalo	974.91
Diana	Smith	Sunnyvale	974.9000000000001
Wayne	Smith	Caguas	974.9000000000001
Mary	Warren	Caguas	974.8900000000001
Mary	Singh	Los Angeles	974.8900000000001
Mary	Christian	Hayward	974.8700000000001
Kyle	Williams	Caguas	974.8700000000001
Daniel	Santos	Caguas	974.87
Mary	Smith	Caguas	974.8600000000001
Mary	Jones	Irwin	974.8600000000001
Mary	Mcdonald	Glendale	974.86
Mary	Caldwell	Caguas	974.86
Heather	Smith	Fort Lauderdale	974.8500000000001
Robert	Smith	Lancaster	974.85
Ann	James	Caguas	974.85
Aaron	Smith	Caguas	974.85
Debra	Smith	Caguas	974.85
Mary	Smith	Philadelphia	974.84
Jennifer	Smith	Caguas	974.82
Mary	Smith	Caguas	974.8199999999999
Frank	Morgan	Caguas	974.81
Mary	Glass	La Mesa	974.8000000000001
Mary	Stone	Toa Baja	974.78
Jose	Smith	El Paso	974.75
Mary	Smith	Caguas	973.94
