fname	lname	city	order_amount
Kyle	Robertson	Caguas	559.9399999999999
Shirley	Smith	Caguas	559.9399999999999
Janice	Smith	Dallas	559.9399999999999
Mary	Flores	York	559.9399999999999
Rebecca	Austin	Caguas	559.9399999999999
Mary	Franco	New Bedford	559.9399999999999
Jacob	Russo	Bismarck	559.9399999999999
Hannah	Hensley	Newburgh	559.9300000000001
Douglas	Hanna	Caguas	559.9300000000001
Steven	Herring	Simi Valley	559.9300000000001
Mary	White	Los Angeles	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
Barbara	Mccarthy	Caguas	559.9300000000001
Mary	Smith	Duluth	559.9300000000001
Kevin	Smith	Costa Mesa	559.9300000000001
Donna	Smith	Chicago	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
Mary	Smith	Baldwin Park	559.9300000000001
Mary	Griffin	Newburgh	559.9300000000001
Michael	Delgado	San Diego	559.9300000000001
Karen	Smith	Philadelphia	559.9300000000001
Emma	Schwartz	Hollywood	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
John	Garcia	Ann Arbor	559.9300000000001
Donna	Weber	Woodbridge	559.9300000000001
Mary	Smith	Chicago	559.9300000000001
Gloria	Goodman	Los Angeles	559.9300000000001
Anna	Smith	Caguas	559.9300000000001
Mary	Roman	Caguas	559.9300000000001
Mary	Smith	Oceanside	559.9300000000001
Mary	Lee	Jacksonville	559.9300000000001
Mary	Burke	Glenview	559.9300000000001
Patricia	Serrano	Houston	559.9300000000001
Mary	Smith	Tempe	559.9300000000001
Mary	Smith	Los Angeles	559.9300000000001
Jacqueline	Smith	Caguas	559.9300000000001
Mary	Webb	San Marcos	559.9300000000001
Mary	Davenport	Brooklyn	559.9300000000001
Eric	Smith	Caguas	559.9300000000001
Amber	Smith	Indianapolis	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
Mary	Adams	Apex	559.9300000000001
Raymond	Smith	Lutz	559.9300000000001
Margaret	Smith	Caguas	559.9300000000001
Mary	Sullivan	Blacksburg	559.9300000000001
Kenneth	Phelps	Garland	559.9300000000001
Helen	Christensen	Pasadena	559.9300000000001
Danielle	Smith	Chicago	559.9300000000001
Michael	Townsend	Spring Valley	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
Jean	Smith	Caguas	559.9300000000001
Mary	Smith	Caguas	559.9300000000001
Mary	Smith	Dallas	559.9300000000001
Mary	Johnson	Bend	559.9300000000001
Tyler	Gutierrez	Aurora	559.9300000000001
Diane	Smith	Caguas	559.9300000000001
Mary	Smith	Napa	559.9300000000001
George	Garcia	Caguas	559.9300000000001
Angela	Little	Brooklyn	559.9300000000001
Laura	Griffin	Washington	559.9300000000001
Paul	Smith	Columbus	559.9300000000001
Walter	Marshall	Ontario	559.9300000000001
Aaron	Hanna	San Diego	559.9300000000001
Mary	Weaver	Miami	559.9300000000001
Tyler	Bradley	San Pablo	559.9300000000001
Anthony	Golden	Pompano Beach	559.9300000000001
Mary	Garcia	Brooklyn	559.9300000000001
Matthew	Smith	Seattle	559.9300000000001
Brandon	Smith	Madison	559.9300000000001
Jennifer	Reyes	Santa Ana	559.9300000000001
Andrew	Nguyen	Union City	559.9300000000001
Victoria	Sharp	Las Cruces	559.9300000000001
Mary	Stone	Caguas	559.9300000000001
Michelle	Smith	Lawrence	559.9300000000001
Mary	Proctor	Redmond	559.9300000000001
Andrea	Smith	Hampton	559.9300000000001
Mary	Smith	Olathe	559.9300000000001
Mary	Diaz	New Brunswick	559.9300000000001
Jean	Finley	Caguas	559.9300000000001
Kevin	Durham	Caguas	559.9300000000001
Mary	Torres	Hanford	559.9300000000001
Mary	Trevino	Kenner	559.93
Shirley	Smith	San Diego	559.93
Samantha	Smith	Caguas	559.93
Jeremy	Tucker	Caguas	559.9200000000001
Mary	Moore	Santa Clara	559.9200000000001
Tyler	Smith	Ann Arbor	559.9200000000001
Mary	Thornton	Glendale	559.9200000000001
Amber	Smith	Caguas	559.9200000000001
Mary	Smith	Caguas	559.9200000000001
Hannah	Hensley	Newburgh	559.9200000000001
Kimberly	Padilla	Allentown	559.9200000000001
Diana	Smith	Caguas	559.9200000000001
Mary	Martin	Caguas	559.9200000000001
Mary	Torres	Hanford	559.9200000000001
Mary	Gaines	Caguas	559.9200000000001
Benjamin	Graham	Bronx	559.9200000000001
Robert	Smith	New York	559.9200000000001
Mary	West	Caguas	559.9200000000001
Mary	Dennis	Wyoming	559.92
Matthew	Key	Caguas	559.92
John	Farmer	Caguas	559.92
Mary	Smith	El Paso	559.92
Philip	Miles	Orlando	559.92
George	Smith	Bronx	559.92
Mary	Luna	Bayonne	559.92
John	Smith	Lancaster	559.92
Mary	Mclaughlin	Enfield	559.92
Arthur	Ramos	Williamsport	559.92
Mary	York	Salinas	559.92
Michael	Shea	Salem	559.92
James	Smith	Caguas	559.92
Maria	Evans	Caguas	559.9100000000001
Amy	Le	Dundalk	559.9100000000001
Mary	Hernandez	Caguas	559.9100000000001
Mary	Stevens	Caguas	559.9100000000001
Mark	Watts	Silver Spring	559.91
Mary	Kelley	Caguas	559.91
Mary	Robinson	Caguas	559.91
Anna	Sharp	Mesquite	559.91
Heather	Smith	Costa Mesa	559.91
Mary	Carlson	Clarksville	559.91
Bruce	Horton	Sugar Land	559.91
Mary	Smith	Los Angeles	559.91
Julia	Hubbard	Caguas	559.91
