fname	lname	city	order_amount
Crystal	Smith	Caguas	419.94
George	Smith	Caguas	419.94
Mary	Velasquez	Ridgewood	419.94
Mary	Smith	Saint Louis	419.94
Dylan	Horton	Saint Paul	419.94
Mary	Smith	Caguas	419.93000000000006
Russell	Smith	Caguas	419.93000000000006
Mary	Jackson	Caguas	419.93000000000006
Mary	Smith	Bronx	419.93000000000006
Mary	Smith	Granada Hills	419.93
Olivia	Smith	Caguas	419.93
Joseph	Hall	Caguas	419.93
Kimberly	Blair	El Paso	419.93
Mary	Mueller	Caguas	419.93
Crystal	Edwards	Salt Lake City	419.93
Mary	Smith	Caguas	419.93
Sandra	Castro	Carlisle	419.93
Tyler	Smith	Baltimore	419.93
Jerry	Booker	Caguas	419.93
Angela	Smith	Miami	419.93
Angela	Holt	Hyattsville	419.93
Mary	Smith	Salt Lake City	419.93
Robert	Sloan	O Fallon	419.93
Mary	Frank	New Orleans	419.93
Juan	Smith	Caguas	419.93
Pamela	Smith	Caguas	419.93
Lauren	Bennett	Chicago	419.93
Joshua	Smith	New York	419.93
Mary	Nielsen	Santa Ana	419.93
Carl	Smith	Vega Baja	419.93
Grace	Snyder	Juana Diaz	419.93
Mary	Smith	Caguas	419.93
Mary	Smith	Canton	419.93
Daniel	Smith	Hagerstown	419.93
Mary	Arnold	Caguas	419.93
Michael	Lopez	Caguas	419.93
David	Kerr	Bowling Green	419.93
Mary	Valenzuela	Ontario	419.93
Mary	Tyler	Caguas	419.93
Eugene	Perry	Jacksonville	419.93
Austin	Elliott	Highland	419.93
Mary	Smith	Caguas	419.93
Mary	Smith	Laredo	419.93
David	Garrison	Dallas	419.93
Arthur	Li	Pharr	419.93
Danielle	Smith	Caguas	419.93
Mary	Haynes	Caguas	419.93
Mary	Pierce	Charlotte	419.93
Mary	Parker	Oceanside	419.93
Mary	Hawkins	Longview	419.93
Daniel	Fernandez	Moreno Valley	419.93
Cynthia	Mendoza	San Jose	419.93
Mary	Smith	Caguas	419.93
Jessica	Mckenzie	Wichita	419.93
Mary	Vincent	Caguas	419.93
Mary	Hunt	Pekin	419.93
Marie	Martin	Sheboygan	419.93
Karen	Ross	Caguas	419.93
Carl	Perez	Caguas	419.93
Lisa	Smith	Caguas	419.93
Roy	Todd	Valrico	419.93
Amanda	Gibson	Chicago	419.93
Lori	Smith	Walnut	419.93
Mary	Smith	Honolulu	419.93
Mary	King	Caguas	419.93
Mary	Rivers	Chicago	419.93
Mary	Black	Caguas	419.93
Paul	Smith	Sheboygan	419.93
Katherine	Smith	Modesto	419.93
Shawn	Forbes	Caguas	419.93
Mary	Diaz	Caguas	419.93
Christopher	Perez	Englewood	419.92999999999995
Mary	Smith	Fargo	419.92
Gregory	Smith	Caguas	419.92
Jonathan	Blackwell	Caguas	419.92
Mary	Myers	Caguas	419.92
Amber	Holmes	Phoenix	419.92
Brittany	Gray	Caguas	419.92
Mary	Dudley	Modesto	419.92
Phillip	Smith	Caguas	419.92
Cynthia	Smith	Caguas	419.91999999999996
Mary	Hess	West Covina	419.91999999999996
Robert	Smith	Amarillo	419.91999999999996
Jesse	Fields	Edinburg	419.91999999999996
James	Thomas	Modesto	419.91999999999996
Edward	Smith	Woodbridge	419.91999999999996
Dorothy	Melton	San Diego	419.91999999999996
Aaron	Hudson	Ventura	419.91999999999996
Kenneth	Stevens	Bellingham	419.91999999999996
Dorothy	Parrish	Caguas	419.91999999999996
Helen	Lewis	Caguas	419.91999999999996
Mary	Carroll	Caguas	419.91
Mary	Smith	Westland	419.91
Joseph	Neal	Caguas	419.90999999999997
Anthony	Smith	Brooklyn	419.90999999999997
Mary	Harris	Sheboygan	419.90999999999997
Mary	Hunter	Caguas	419.90999999999997
Amber	Adams	Ballwin	419.90999999999997
Helen	Christensen	Pasadena	419.9
Mary	Little	Tucson	419.9
Zachary	Jones	Modesto	419.9
Brian	Wilson	San Antonio	419.9
Elizabeth	Smith	El Paso	419.9
Julia	Mcconnell	Columbia	419.89000000000004
Mary	Myers	Caguas	419.89000000000004
Marie	Lee	Longmont	419.89
Mary	Smith	West Covina	419.89
Hannah	Smith	Sugar Land	419.89
Patricia	Yu	Yauco	419.89
Peter	Alvarado	Raleigh	419.89
Mary	Smith	Tempe	419.88
Jennifer	Smith	Clovis	419.88
Johnny	Crosby	Detroit	419.88
Robert	Lopez	Caguas	419.88
Mary	Mcgee	Irving	419.87
Virginia	Smith	Bellflower	419.86
Michael	Scott	Caguas	419.86
Mary	Gentry	Newburgh	419.86
Peter	Farley	Irwin	419.86
Andrew	Glenn	Palatine	419.86
Daniel	Smith	Caguas	419.86
Robert	Smith	Humacao	419.86
Brenda	Robles	Seattle	419.86
Mary	Smith	Caguas	419.86
Mary	Smith	Caguas	419.85999999999996
Mary	Hall	Chicago	419.84999999999997
Cheryl	Smith	Madison	418.93000000000006
Benjamin	Clarke	Las Vegas	417.97
Mary	Hernandez	West Covina	417.97
Carol	Smith	Garden Grove	417.97
Lisa	Smith	Porterville	417.97
Brenda	Robles	Seattle	417.96000000000004
