fname	lname	city	order_amount
Emma	Robinson	Caguas	699.95
Linda	Smith	Caguas	699.95
Mary	Frye	Caguas	699.95
Mary	May	Chicago	699.95
Mary	Mclaughlin	Salem	699.95
Mary	Rhodes	Baldwin Park	699.95
Lisa	Ramirez	Caguas	699.95
Nancy	Mata	Fort Worth	699.95
Mary	Thompson	Caguas	699.95
Mary	Smith	Jacksonville	699.95
Christine	Smith	Elyria	699.95
Julie	Smith	Caguas	699.95
Mary	Keller	Loveland	699.95
Patricia	Smith	Indianapolis	699.95
Mary	Smith	West Covina	699.95
Carl	Reynolds	Indio	699.95
Eric	Lang	Arlington Heights	699.95
Jessica	Peck	Lawrence	699.95
Mary	Smith	Los Angeles	699.95
Mary	Smith	Loveland	699.95
Ruth	Townsend	Caguas	699.95
Mary	Castillo	San Diego	699.95
Mary	Smith	Newburgh	699.95
Lisa	Warner	Hayward	699.95
Amber	Bradley	Columbus	699.95
Shawn	Clark	Caguas	699.95
Mary	Smith	Elgin	699.95
Kenneth	Bowman	Caguas	699.95
Mary	Smith	Honolulu	699.95
Jessica	Newton	Caguas	699.95
Mary	Morris	San Marcos	699.95
Mary	Hall	North Hills	699.95
Mary	Smith	Caguas	699.95
Eugene	Barrera	Washington	699.95
Anna	Smith	Caguas	699.95
Ethan	Smith	Los Angeles	699.95
Mary	Smith	Aurora	699.95
Nicholas	Murray	Detroit	699.95
Mary	Stuart	Caguas	699.95
Megan	Reyes	Caguas	699.95
Bruce	Hester	Caguas	699.95
Lawrence	Murphy	Sheboygan	699.95
Mary	Jones	Phoenix	699.95
John	Smith	Los Angeles	699.95
Deborah	Smith	Goose Creek	699.95
Mary	Conner	Cupertino	699.95
Mary	Henry	Caguas	699.95
Mary	Powell	Caguas	699.95
Mary	Smith	South San Francisco	699.95
Mary	Ramirez	Toms River	699.95
Nicholas	Ruiz	San Antonio	699.95
Mary	Smith	Caguas	699.95
John	Stout	La Habra	699.95
Mary	Smith	Princeton	699.95
Diana	Smith	Sunnyvale	699.95
Jane	Anderson	San Diego	699.95
Susan	Curry	Dundalk	699.95
Susan	Sullivan	Albuquerque	699.95
Hannah	Wilkins	New York	699.95
Jane	Jennings	Caguas	699.95
Samuel	Smith	Caguas	699.95
Melissa	Smith	Muskegon	699.95
Rose	Morrow	Jacksonville	699.95
Mary	Camacho	Mesa	699.95
Mary	Moreno	New Orleans	699.95
Mary	Watson	Lancaster	699.95
Jeffrey	Smith	Caguas	699.95
Mary	Smith	Columbus	699.95
Brian	Smith	Caguas	699.95
Jane	Smith	Las Vegas	699.95
Thomas	Reese	Caguas	699.95
Mary	Smith	Atlanta	699.95
Nancy	Blair	Milford	699.95
Mary	Smith	Grand Prairie	699.95
Gary	Smith	Caguas	699.95
Mary	Wilson	Las Vegas	699.95
Richard	Perry	Bronx	699.95
Mary	Smith	Reynoldsburg	699.95
Mary	Smith	Enfield	699.95
Mary	Ayers	Caguas	699.95
Emily	Richardson	Caguas	699.95
Eric	Lang	Arlington Heights	699.95
Mary	Smith	Memphis	699.95
Donna	Carter	Redmond	699.95
Carolyn	Ritter	Caguas	699.95
Margaret	Barber	Opa Locka	699.95
John	Smith	Burnsville	699.95
Stephen	Salinas	Caguas	699.95
Mary	Smith	Las Vegas	699.95
Daniel	Smith	Van Nuys	699.95
Teresa	Grimes	Apex	699.95
Michelle	Spence	Kaneohe	699.95
Jerry	Smith	Caguas	699.95
Mary	Smith	Elgin	699.95
Stephanie	Smith	Brooklyn	699.95
Mary	Hanna	Caguas	699.95
