fname	lname	city	order_amount
Melissa	Rosario	Tampa	749.8800000000001
Mary	Ramirez	Juana Diaz	749.8800000000001
Mary	Olson	Caguas	749.8800000000001
Donna	Sims	Caguas	749.88
Doris	Smith	Woonsocket	749.88
Frances	Smith	Caguas	749.88
Mary	Morales	Caguas	749.88
Susan	Smith	Ventura	749.88
Rose	Cannon	Tonawanda	749.88
Mary	Smith	Caguas	749.88
Mary	Johnson	Caguas	749.88
Juan	Pena	Caguas	749.88
Benjamin	Washington	Billings	749.88
Mary	Adams	San Diego	749.88
Nicole	Smith	Caguas	749.88
Mary	Lester	Salina	749.88
Elizabeth	Raymond	Memphis	749.88
Mary	Murphy	Los Angeles	749.8799999999999
Gloria	Mcneil	Caguas	749.8799999999999
Margaret	Smith	Caguas	749.8700000000001
James	Smith	Caguas	749.8700000000001
Beverly	Smith	Caguas	749.8700000000001
Joshua	Smith	Caguas	749.8700000000001
Mary	Smith	Caguas	749.8700000000001
Stephanie	Hunter	Bronx	749.87
James	Hartman	Miami	749.87
Christine	Smith	Spring Valley	749.87
Kelly	Shepherd	Chicago	749.87
Jack	Benson	Caguas	749.87
Stephen	Beck	Caguas	749.87
Mary	Gomez	Caguas	749.87
Susan	Day	Westminster	749.87
Lisa	Hensley	Caguas	749.87
Mary	Meadows	Olathe	749.87
Mary	Ruiz	San Antonio	749.87
Mary	Romero	Caguas	749.87
Mary	Smith	Pharr	749.87
Mary	Solomon	Caguas	749.87
Patrick	Baker	Caguas	749.87
Mary	Rogers	Baldwin Park	749.87
Mary	Dickerson	Orlando	749.87
Mary	Watson	Caguas	749.87
Mary	Smith	Bend	749.87
Angela	Smith	Honolulu	749.87
Mary	Torres	Caguas	749.87
Cheryl	Cochran	Modesto	749.87
Mary	Smith	Caguas	749.87
William	Chen	Simi Valley	749.87
Ashley	Peters	Loveland	749.87
Samantha	Smith	Lodi	749.87
Cynthia	Mccoy	Caguas	749.87
Sarah	Walters	Caguas	749.87
Linda	Smith	Newark	749.87
Gerald	Adkins	Caguas	749.87
Diana	Smith	Caguas	749.87
Mary	Smith	Newark	749.87
Mary	Smith	Pekin	749.87
Lisa	Warner	Hayward	749.87
Andrea	Ferguson	Middletown	749.87
Debra	Burnett	Caguas	749.87
Mary	Smith	Chicago	749.87
Mary	Morales	Caguas	749.87
Mary	Smith	Plymouth	749.87
Mary	Ayers	Caguas	749.87
Mary	Holland	Jackson	749.87
Gregory	Smith	Caguas	749.87
Zachary	Rice	Bakersfield	749.87
Mary	Smith	Honolulu	749.87
Mary	Smith	Tempe	749.87
Andrea	Ferguson	Middletown	749.87
Aaron	Villa	Caguas	749.87
John	Stout	La Habra	749.87
Charles	Mueller	Caguas	749.8699999999999
Maria	Summers	Caguas	749.8699999999999
Mary	Smith	Detroit	749.8600000000001
Angela	Smith	Caguas	749.8600000000001
Mary	Bates	Caguas	749.86
Mary	Hodge	Buffalo	749.86
Amanda	Gibson	Chicago	749.86
Mary	Smith	Elmhurst	749.86
Brian	Sexton	Vallejo	749.86
Mary	Tran	Tempe	749.86
Michael	Smith	Gwynn Oak	749.86
Mary	Smith	New York	749.86
David	Smith	Caguas	749.86
Eugene	Hamilton	Saint Paul	749.86
Cynthia	Horn	Caguas	749.86
Mary	Hartman	Caguas	749.86
Richard	Smith	Virginia Beach	749.86
Debra	Smith	Anaheim	749.86
Deborah	Roberts	Sacramento	749.8599999999999
Mary	Smith	New York	749.8599999999999
Ashley	Browning	Wilkes Barre	749.85
Mary	Smith	Dallas	749.85
Mary	Hodge	Buffalo	749.85
Daniel	Lowe	Caguas	749.85
Robert	Lyons	Caguas	749.85
David	Phillips	Houston	749.85
Jessica	Mckenzie	Wichita	749.85
Steven	Williams	Jersey City	749.85
Donald	Pennington	Caguas	749.85
Paul	Smith	Sheboygan	749.85
