fname	lname	city	order_amount
Mary	Juarez	Caguas	1009.9200000000001
James	Garrett	Caguas	1009.9200000000001
Mary	Smith	Hollywood	1009.9200000000001
Richard	Reid	Opa Locka	1009.9200000000001
Jonathan	Smith	San Benito	1009.9200000000001
Ethan	Smith	Caguas	1009.9200000000001
Mary	Contreras	Greensboro	1009.9200000000001
Michelle	Petersen	Phoenix	1009.9200000000001
Tiffany	Walker	Cary	1009.9200000000001
Roy	Smith	Chicago	1009.9200000000001
Mary	Smith	Fort Worth	1009.9200000000001
Rachel	Smith	San Jose	1009.9200000000001
Mary	Smith	Augusta	1009.9200000000001
Phillip	Smith	Caguas	1009.9200000000001
Christopher	Smith	Fort Worth	1009.9200000000001
Gary	Smith	Caguas	1009.9200000000001
Louis	Novak	Murfreesboro	1009.9200000000001
Sara	Baxter	South El Monte	1009.9200000000001
Cynthia	Horn	Caguas	1009.9200000000001
Thomas	Smith	Caguas	1009.9200000000001
Johnny	Marks	Caguas	1009.9200000000001
Mary	Cole	San Diego	1009.9200000000001
Nancy	Flores	Caguas	1009.9200000000001
Tyler	Key	San Jose	1009.9200000000001
Mary	Smith	Caguas	1009.9200000000001
Carol	Smith	Bridgeton	1009.9200000000001
Russell	Sullivan	Mount Prospect	1009.9200000000001
Jacqueline	Smith	Caguas	1009.9200000000001
David	Smith	Lakewood	1009.9200000000001
Christopher	Smith	Caguas	1009.9200000000001
James	Smith	Caguas	1009.9200000000001
Mary	Smith	Caguas	1009.9200000000001
Scott	Stone	Jonesboro	1009.9200000000001
Emily	Black	Caguas	1009.9200000000001
Jean	Haley	Caguas	1009.9200000000001
Margaret	Smith	Caguas	1009.9200000000001
Mary	Clements	Caguas	1009.9200000000001
William	Smith	Caguas	1009.9200000000001
Melissa	Griffith	Hagerstown	1009.9200000000001
Mary	Smith	North Tonawanda	1009.9100000000001
Mary	Alexander	Philadelphia	1009.9100000000001
Gerald	Roberts	Brighton	1009.9100000000001
Robert	Huffman	Sacramento	1009.9100000000001
Angela	Peterson	San Marcos	1009.9100000000001
Sean	Spencer	Los Angeles	1009.9100000000001
Mary	Hooper	Saint Paul	1009.9100000000001
Ashley	Smith	Bronx	1009.9100000000001
Mary	Le	Bakersfield	1009.9100000000001
Alexander	Smith	Caguas	1009.9100000000001
Matthew	Ortega	Caguas	1009.9100000000001
Joseph	Smith	Orlando	1009.9100000000001
Anthony	Michael	Rochester	1009.9100000000001
Brenda	Higgins	Laredo	1009.9100000000001
Mary	Smith	Dallas	1009.9100000000001
Mary	Wagner	Caguas	1009.9100000000001
Justin	Ortega	Encinitas	1009.91
Gary	Lewis	Miami	1009.91
Mary	Turner	Fairfield	1009.91
Mary	Smith	Hanover	1009.9000000000001
Shawn	Riddle	Olathe	1009.9000000000001
Scott	Smith	Salt Lake City	1009.9000000000001
Kenneth	Smith	Sugar Land	1009.9000000000001
Robert	Johnson	Los Angeles	1009.9000000000001
Mary	Branch	Philadelphia	1009.9000000000001
Carolyn	Smith	Caguas	1009.9000000000001
Carol	Wilcox	Caguas	1009.9000000000001
Ruth	Deleon	Caguas	1009.9000000000001
Benjamin	Smith	Caguas	1009.9000000000001
Phillip	Smith	Caguas	1009.9000000000001
Mary	Smith	Elk Grove	1009.9000000000001
Mary	Walker	Caguas	1009.9000000000001
Arthur	Johnson	Philadelphia	1009.9000000000001
Mary	Williams	Caguas	1009.9
Mary	Smith	Plano	1009.9
Lisa	Warner	Hayward	1009.9
Elizabeth	Edwards	Caguas	1009.9
Mary	Smith	Pittsfield	1009.9
Thomas	Smith	Caguas	1009.9
Mary	Smith	Toa Alta	1009.8900000000001
Harold	Medina	Caguas	1009.8900000000001
Mary	Murphy	Los Angeles	1009.8900000000001
Bobby	Mcknight	Oceanside	1009.8900000000001
Jerry	Ingram	Murfreesboro	1009.8900000000001
David	Middleton	Caguas	1009.8900000000001
Cynthia	Crawford	Caguas	1009.8900000000001
Arthur	Smith	Saint Paul	1009.8900000000001
Judith	Smith	Las Vegas	1009.8900000000001
Andrea	Lawson	Caguas	1009.8900000000001
Mary	Smith	Manati	1009.8900000000001
Thomas	Irwin	Elmhurst	1009.8900000000001
Harold	Pratt	Washington	1009.8900000000001
Ruth	Smith	Caguas	1009.8900000000001
Lawrence	Deleon	Caguas	1009.8900000000001
John	Warner	Caguas	1009.8900000000001
Edward	Castaneda	Fullerton	1009.8900000000001
Jennifer	Ferguson	Caguas	1009.8900000000001
Emily	Smith	Caguas	1009.8900000000001
Jacob	Casey	Caguas	1009.89
Frank	Delgado	Bronx	1009.89
Robert	Crane	Aurora	1009.8800000000001
Jesse	Hutchinson	San Diego	1009.8800000000001
Alexander	Smith	Caguas	1009.8800000000001
William	Smith	Caguas	1009.8800000000001
Mary	Velez	San Diego	1009.8800000000001
Barbara	Walters	Caguas	1009.8800000000001
Terry	Smith	Sanford	1009.8800000000001
Frances	Taylor	Chicago	1009.8800000000001
Mary	Jones	Caguas	1009.88
Mary	Valenzuela	Caguas	1009.88
Mary	Smith	Lansdale	1009.88
Mary	Underwood	Madera	1009.88
Janice	Jackson	Caguas	1009.88
Karen	Smith	Cumberland	1009.8700000000001
Mary	Sanchez	Fond Du Lac	1009.8700000000001
Jason	Robinson	Caguas	1009.87
Steven	Smith	Tinley Park	1009.87
Kenneth	Cameron	Caguas	1009.86
Brandon	Adkins	Ann Arbor	1009.86
Benjamin	Arroyo	West Orange	1009.86
Mary	Fitzpatrick	Caguas	1009.86
Elizabeth	Livingston	Corona	1009.86
Katherine	Rogers	Caguas	1009.8500000000001
Mary	Smith	San Antonio	1009.85
Mary	Thompson	Caguas	1009.85
Bobby	Walker	Rome	1009.85
Carolyn	Allen	Houston	1009.85
Roy	Todd	Valrico	1009.85
