fname	lname	city	order_amount
Mary	King	Bronx	759.93
Janice	Griffin	Norfolk	759.9200000000001
Mary	Smith	Aguadilla	759.9200000000001
Mary	Pearson	Caguas	759.9200000000001
Mary	Pierce	Stamford	759.9200000000001
Adam	Navarro	Chicago	759.9200000000001
Steven	Bond	Caguas	759.9200000000001
Mary	Smith	Caguas	759.9200000000001
Mary	Smith	Caguas	759.9200000000001
Nicholas	Smith	Colton	759.9200000000001
Michael	Smith	Caguas	759.9200000000001
Mary	Smith	Chicago	759.9200000000001
Mary	Woods	New York	759.9200000000001
Evelyn	Thompson	Caguas	759.9200000000001
Joseph	Smith	Caguas	759.9200000000001
Ruth	Miller	Caguas	759.9200000000001
Brenda	Boyd	Sun Valley	759.9200000000001
Mary	Smith	El Cajon	759.9200000000001
Evelyn	Spencer	Miami	759.9200000000001
Mary	Smith	Peoria	759.9200000000001
Robert	Huffman	Sacramento	759.9200000000001
Vincent	Smith	Simi Valley	759.9200000000001
Alice	Russo	Houston	759.9200000000001
Mary	Smith	Caguas	759.9200000000001
Ashley	Smith	Springfield	759.9200000000001
Shirley	Smith	Pompano Beach	759.9200000000001
Mary	Conley	Caguas	759.9200000000001
Alexander	Smith	Dubuque	759.9200000000001
Mary	Lynn	Jamaica	759.9200000000001
Mary	Dominguez	Virginia Beach	759.9200000000001
Brittany	Rangel	Caguas	759.9200000000001
Mary	Matthews	Caguas	759.9200000000001
Mary	Davis	Fairfield	759.9200000000001
Austin	Buck	Caguas	759.9200000000001
Betty	Smith	Louisville	759.9200000000001
Lauren	Hobbs	Caguas	759.9200000000001
Elizabeth	Smith	Wichita	759.9200000000001
Mary	Chung	Gardena	759.9200000000001
Mary	Smith	Chicago	759.9200000000001
Mary	Barrett	Caguas	759.9200000000001
Kathryn	Smith	Brooklyn	759.9200000000001
Matthew	Vaughan	Caguas	759.9200000000001
Mary	Fernandez	Caguas	759.9200000000001
Christine	Johnson	Lakewood	759.9200000000001
Mary	Mercado	Lakewood	759.9200000000001
Mary	Johnson	Caguas	759.9200000000001
Mary	Simon	Caguas	759.9200000000001
Mary	Smith	Caguas	759.9200000000001
Linda	Long	Greeley	759.9200000000001
Mary	Gates	Carmichael	759.9200000000001
Mark	Smith	Caguas	759.9200000000001
Rose	Roman	Caguas	759.9200000000001
Richard	Leach	Caguas	759.9200000000001
Carol	Mccarthy	Katy	759.9200000000001
Mary	Myers	El Paso	759.9200000000001
Mary	Conrad	Caguas	759.9200000000001
Mary	Wu	New York	759.9200000000001
Mary	Kim	Caguas	759.9200000000001
Mary	Smith	Riverside	759.9200000000001
Peter	Hart	Oviedo	759.9200000000001
Daniel	Pham	Caguas	759.9200000000001
Mary	Golden	Brooklyn	759.9200000000001
Brian	Walton	Brooklyn	759.9200000000001
Mary	Hartman	Caguas	759.9200000000001
Patricia	Wilson	Caguas	759.9200000000001
Mary	Smith	Philadelphia	759.9200000000001
Ryan	Hodge	Caguas	759.9200000000001
Judy	Hale	Caguas	759.9200000000001
Ethan	Smith	East Brunswick	759.9200000000001
Evelyn	Morrison	Las Cruces	759.9200000000001
Nathan	Smith	Detroit	759.9200000000001
Rachel	Prince	Caguas	759.9200000000001
Mary	Smith	Brooklyn	759.9200000000001
Ryan	Hodge	Caguas	759.9200000000001
Victoria	Alvarez	Summerville	759.9200000000001
Mary	Fox	Caguas	759.9200000000001
Mary	Smith	Chicago	759.9200000000001
Daniel	Harris	Caguas	759.9200000000001
Mary	Padilla	Caguas	759.9200000000001
Jerry	Smith	Caguas	759.9200000000001
Betty	Wyatt	Caguas	759.9200000000001
Mary	Thompson	Guayama	759.9200000000001
John	Smith	Caguas	759.9200000000001
Mary	Woodward	Caguas	759.9200000000001
Sharon	Patel	Bell Gardens	759.92
Alice	Allen	Caguas	759.9100000000001
Mary	Gardner	Santa Clara	759.9100000000001
Bryan	Marsh	Dallas	759.9100000000001
Betty	Hansen	Caguas	759.9100000000001
Mary	Jones	Caguas	759.9100000000001
Mary	Smith	Brooklyn	759.9100000000001
Mary	Pratt	Caguas	759.9100000000001
Mary	Moreno	New Orleans	759.9100000000001
Richard	Smith	Caguas	759.9100000000001
Ruth	Bush	Los Angeles	759.9100000000001
Mary	Yu	San Juan	759.9100000000001
Kathy	Ward	Marietta	759.9100000000001
Samuel	Thomas	New York	759.9100000000001
Jonathan	Smith	Caguas	759.9100000000001
Janice	Smith	Granite City	759.9100000000001
Mary	Smith	Las Vegas	759.9100000000001
Johnny	Costa	Carolina	759.9100000000001
Edward	Chang	Caguas	759.9100000000001
Dylan	Hicks	Muskegon	759.9100000000001
Mary	Newman	Hyattsville	759.9100000000001
David	Reed	Caguas	759.9100000000001
Albert	Smith	Brooklyn	759.9100000000001
Nancy	Blair	Milford	759.9100000000001
Karen	Smith	Caguas	759.91
Ashley	Smith	Milwaukee	759.91
Mary	Harper	Los Angeles	759.91
Mary	Jackson	Caguas	759.9000000000001
Robert	Deleon	San Juan	759.9000000000001
Albert	Martin	Strongsville	759.9000000000001
Judy	Miller	Westerville	759.9000000000001
Linda	Smith	Hamilton	759.9000000000001
Jonathan	Smith	Duluth	759.9000000000001
Jack	Smith	Caguas	759.9000000000001
Mary	Smith	Dallas	759.9000000000001
Mark	Smith	New York	759.9000000000001
Brandon	Fitzgerald	Richmond	759.9000000000001
Linda	Hale	Caguas	759.9000000000001
Thomas	Crawford	Rome	759.9000000000001
Joshua	Smith	Brooklyn	759.9000000000001
Mary	Smith	Las Vegas	759.9000000000001
Mary	Price	Caguas	759.9000000000001
Tammy	Hood	Orlando	759.9000000000001
Nathan	Thompson	Ventura	759.9
Anna	Gutierrez	Glenview	759.9
Roger	Black	Morrisville	759.9
Susan	Fuller	San Jose	759.9
Mary	Martinez	Fayetteville	759.9
Kathryn	Smith	Tempe	759.9
Mary	Smith	Houston	759.8900000000001
Christian	Smith	Dallas	759.8900000000001
Mary	Smith	Lakewood	759.8900000000001
Evelyn	Morrison	Las Cruces	759.8900000000001
Mary	Johnston	Virginia Beach	759.8900000000001
Mary	Smith	Caguas	759.8900000000001
Mary	Mccullough	Caguas	759.8900000000001
David	Mullins	Marrero	759.8900000000001
Mary	Ward	Lancaster	759.8900000000001
Lisa	Smith	Caguas	759.8900000000001
Michael	Shea	Salem	759.8900000000001
Dylan	Walker	Caguas	759.8900000000001
