fname	lname	city	order_amount
Mary	Harrison	Salt Lake City	779.9
Richard	Shepherd	Bronx	779.9
Mary	Smith	Elmhurst	779.9
Joyce	Pratt	Caguas	779.9
Roger	Smith	Caguas	779.9
Jennifer	Suarez	Manati	779.9
Mary	Yoder	Azusa	779.9
Debra	Hardy	Potomac	779.8900000000001
Julia	Tucker	Caguas	779.8900000000001
Mary	Smith	Caguas	779.8900000000001
Ethan	Cross	Ewa Beach	779.8900000000001
Mary	Reynolds	Oxnard	779.8900000000001
Andrew	Campos	Caguas	779.8900000000001
Mary	Allen	Lake Forest	779.8900000000001
Mary	Weiss	Huntington Beach	779.8900000000001
Susan	Owen	Caguas	779.8900000000001
Mary	Morgan	Caguas	779.8900000000001
Mary	Weeks	Caguas	779.8900000000001
Linda	Hinton	Caguas	779.8900000000001
Mary	Miller	Redmond	779.8900000000001
Sean	Skinner	Newark	779.8900000000001
Mary	Kelly	Augusta	779.8900000000001
Mary	Lamb	Laguna Hills	779.8900000000001
Mary	Horne	Fremont	779.89
Mary	Smith	National City	779.89
Mary	Smith	Caguas	779.89
Robert	Smith	Caguas	779.89
Roger	Clark	Caguas	779.89
Sean	Vaughn	Caguas	779.89
Mary	Bennett	La Crosse	779.89
Benjamin	Graham	Bronx	779.89
Mary	Smith	Caguas	779.89
William	Anderson	Louisville	779.89
Mary	Smith	Brandon	779.89
Donald	Stanley	Brooklyn	779.89
Mary	Smith	Caguas	779.89
Patricia	Smith	Ballwin	779.89
Betty	Weiss	Caguas	779.89
Andrew	May	Caguas	779.89
Carolyn	Shea	Simi Valley	779.89
Mildred	Herrera	Antioch	779.89
Mary	Smith	Diamond Bar	779.89
John	Perry	Caguas	779.89
Mary	Smith	Elgin	779.89
Rebecca	Smith	Caguas	779.89
Mary	Smith	Caguas	779.89
Nicholas	Sanders	Toms River	779.8800000000001
Carol	Thompson	Caguas	779.8800000000001
Mary	Smith	Allentown	779.8800000000001
Teresa	Mitchell	Florissant	779.8800000000001
Betty	Lester	Ann Arbor	779.8800000000001
Robert	Lopez	Sunnyvale	779.8800000000001
Emma	Smith	Salinas	779.8800000000001
Lauren	Mcguire	Folsom	779.88
Grace	Lin	Caguas	779.88
Laura	Lee	Webster	779.88
Robert	Gilmore	Del Rio	779.88
Mary	Barrera	Painesville	779.88
Jean	Bentley	Caguas	779.88
Bobby	Walker	Rome	779.8700000000001
Grace	Smith	Caguas	779.8700000000001
William	Smith	Caguas	779.8700000000001
Mary	Smith	Gardena	779.87
Mary	Barnes	Simi Valley	779.87
Patricia	Delgado	Salem	779.87
Jessica	Humphrey	Hyattsville	779.87
Angela	Smith	Caguas	779.87
Mary	Smith	New York	779.87
Mary	Davis	Caguas	779.87
Mary	Montgomery	Phoenix	779.87
John	Sanchez	Caguas	779.87
Catherine	Hawkins	Caguas	779.87
Mary	Williams	Caguas	779.87
Mary	Medina	Pico Rivera	779.87
Wayne	Smith	Albuquerque	779.87
Mary	Smith	Muskegon	779.87
Jason	Washington	Caguas	779.87
Mary	Smith	West New York	779.87
Andrew	Harper	Pittsfield	779.87
Robert	Smith	Greenville	779.87
Mary	Jenkins	Humacao	779.87
Kelly	Smith	Forest Hills	779.87
David	Cortez	Guaynabo	779.87
Julie	Smith	Caguas	779.87
Mary	Craig	San Diego	779.87
Susan	Sullivan	Albuquerque	779.87
Mary	Skinner	Brooklyn	779.87
Jennifer	Little	Hyattsville	779.87
Christian	Smith	Dallas	779.87
Catherine	Washington	Aurora	779.87
Mary	Smith	New York	779.87
John	Smith	Caguas	779.87
Mary	Hunt	Chicago	779.87
Justin	Martinez	Caguas	779.87
Mary	Stanley	Caguas	779.87
Raymond	Smith	Ontario	779.87
Ann	Smith	Caguas	779.87
Philip	Bowman	Chicago	779.87
Andrea	Smith	Lithonia	779.87
Jerry	Smith	Carol Stream	779.87
Sara	Williams	Hendersonville	779.87
Lawrence	Smith	Vista	779.87
Ryan	Smith	Encinitas	779.87
Johnny	Frederick	Caguas	779.87
Mary	Gomez	Caguas	779.87
Harold	Hayes	Buena Park	779.87
Pamela	Alvarado	Fontana	779.87
Mary	Stevenson	Simi Valley	779.87
Thomas	Butler	Caguas	779.87
Mary	Conner	Caguas	779.87
