fname	lname	city	order_amount
Mary	Smith	Duluth	649.94
Jordan	White	Caguas	649.94
James	Smith	Caguas	649.94
Ronald	Smith	Salt Lake City	649.94
Ralph	Smith	Peabody	649.94
Julie	Francis	Caguas	649.94
Mary	Morris	San Marcos	649.94
Nancy	Smith	Caguas	649.94
Jane	Jennings	Caguas	649.94
Brittany	Smith	Caguas	649.94
Mary	Gilmore	Caguas	649.94
Mary	Smith	Caguas	649.94
Mary	Williams	Caguas	649.94
Aaron	Norman	Phoenix	649.94
David	Smith	Caguas	649.94
Deborah	Barber	Irving	649.94
Brandon	Willis	Caguas	649.94
Mary	Smith	Trujillo Alto	649.94
Ethan	Alexander	La Crosse	649.94
Mary	Smith	North Richland Hills	649.94
Mary	Wilson	Brooklyn	649.94
Diane	Flores	Caguas	649.94
William	Howard	Plymouth	649.94
Shawn	Smith	Caguas	649.94
Keith	Smith	Caguas	649.94
Mary	Alvarez	Caguas	649.94
Virginia	Herrera	Caguas	649.94
Kathy	Maddox	Oceanside	649.94
Paul	Bond	Portland	649.94
Mary	Lynch	Caguas	649.94
Bobby	Howard	Caguas	649.94
Shirley	Moore	Enfield	649.94
Virginia	Odom	Chicago	649.94
Jessica	Wilkinson	Caguas	649.94
Paul	Johnson	Davis	649.94
Mary	Blackburn	Caguas	649.94
Mary	Lawrence	Caguas	649.94
Mary	Bishop	Mesquite	649.94
Jerry	Clark	Caguas	649.94
Jacob	Ayers	Chicago	649.94
Jennifer	Smith	Memphis	649.94
Rachel	Davila	Caguas	649.94
Carolyn	Gallegos	Huntington Station	649.94
Mary	Smith	Caguas	649.94
Mary	Smith	Salt Lake City	649.94
Mary	Austin	Brooklyn	649.94
James	Harrell	Phoenix	649.94
Amanda	Smith	Ballwin	649.94
Margaret	Martinez	Caguas	649.9300000000001
Paul	Alvarado	Bronx	649.9300000000001
Theresa	Lopez	Winnetka	649.9300000000001
Mary	Soto	San Bernardino	649.9300000000001
Eric	Smith	Caguas	649.9300000000001
Michael	Smith	Caguas	649.9300000000001
Mary	Proctor	San Pedro	649.9300000000001
Stephen	Smith	Caguas	649.9300000000001
Kelly	Shepherd	Chicago	649.9300000000001
Nicholas	Smith	Caguas	649.9300000000001
Mary	Smith	Memphis	649.9300000000001
David	Smith	Denver	649.9300000000001
David	Rodriguez	Chicago	649.9300000000001
Susan	Smith	Caguas	649.9300000000001
Mary	Williams	Bayamon	649.9300000000001
Mary	Trevino	Columbus	649.9300000000001
Mary	Meza	Brownsville	649.9300000000001
Betty	Wyatt	Caguas	649.9300000000001
Mary	Davidson	Yuma	649.9300000000001
Christina	James	Caguas	649.9300000000001
Mary	Davis	Caguas	649.9300000000001
Alexander	Smith	Buffalo	649.9300000000001
Amy	Wright	Los Angeles	649.9300000000001
Shirley	Stafford	Caguas	649.9300000000001
Mary	Salazar	Tempe	649.9300000000001
Mary	Terry	Caguas	649.9300000000001
Larry	Smith	San Antonio	649.9300000000001
Michael	Edwards	Caguas	649.93
Mary	Smith	Caguas	649.93
Mary	Smith	Caguas	649.93
Christopher	Smith	Tempe	649.93
Raymond	Smith	Oakland	649.93
Tiffany	Parsons	Caguas	649.9200000000001
James	Smith	Caguas	649.9200000000001
George	Sandoval	Union City	649.9200000000001
Brandon	Fitzgerald	Richmond	649.9200000000001
Mary	Smith	Caguas	649.9200000000001
Benjamin	Smith	Burnsville	649.9200000000001
Mary	Smith	Caguas	649.9200000000001
Lori	Burns	San Jose	649.9200000000001
Nathan	Price	Bakersfield	649.9200000000001
Olivia	Smith	Chula Vista	649.9200000000001
Roy	Malone	Plainfield	649.9200000000001
Joseph	Livingston	Compton	649.9200000000001
Mary	Robinson	San Antonio	649.9200000000001
Jesse	May	Vacaville	649.9200000000001
Mary	Smith	Caguas	649.9200000000001
Mary	Harvey	New Albany	649.9200000000001
Sharon	Sellers	Corona	649.9200000000001
Lisa	Warner	Hayward	649.9200000000001
Jose	Peck	Wichita	649.9200000000001
Mary	Perry	Davis	649.9200000000001
Harry	Contreras	Los Angeles	649.9200000000001
Mary	Smith	Caguas	649.9200000000001
Mary	Smith	Normal	649.9200000000001
Mary	Daniels	Middletown	649.9200000000001
Mary	Smith	Caguas	649.9200000000001
Joan	Huffman	Caguas	649.9200000000001
David	Saunders	Caguas	649.9200000000001
Mary	Rodriguez	Buffalo	649.9200000000001
Ashley	Smith	Silver Spring	649.9200000000001
Mary	Williams	Caguas	649.92
Jerry	Smith	Union City	649.92
Mary	Daniels	Bronx	649.92
Mary	Bishop	Brooklyn	649.92
Mary	Smith	Baltimore	649.9100000000001
Joshua	Smith	Caguas	649.9100000000001
Mary	Hodges	Caguas	649.9100000000001
Diana	Smith	Caguas	649.9100000000001
Christopher	Meza	Los Angeles	649.9100000000001
Frances	Johnson	Caguas	649.9100000000001
Michael	Schultz	Bakersfield	649.9100000000001
Edward	Horn	San Jose	649.9100000000001
Stephanie	Smith	Los Angeles	649.9100000000001
Robert	Johnson	Los Angeles	649.9100000000001
Mary	Smith	Caguas	649.9100000000001
Mary	West	Cincinnati	649.9100000000001
Mary	Smith	Alhambra	649.9100000000001
Mary	Davis	Pittsburg	649.9100000000001
Lisa	Little	Caguas	649.9100000000001
Randy	Chambers	Caguas	649.9100000000001
Mary	Smith	West Orange	649.9100000000001
Nicole	Gallegos	Brooklyn	649.9100000000001
William	Smith	Apopka	649.9100000000001
Robert	Cantrell	Caguas	649.9100000000001
Mary	Hunter	West Orange	649.9100000000001
Mary	Weaver	Caguas	649.9100000000001
Mary	Smith	Lutz	649.9100000000001
Mary	Smith	Caguas	649.9100000000001
William	Clay	West Chester	649.9100000000001
Mary	Smith	Caguas	649.9100000000001
Mary	Smith	Ballwin	649.9100000000001
Lawrence	Smith	Pomona	649.9100000000001
Peter	Bray	Houston	649.9100000000001
Mary	Smith	Aurora	649.9100000000001
Mary	Smith	Caguas	649.9100000000001
Mary	Fitzpatrick	Caguas	649.9100000000001
Mary	Diaz	Caguas	649.9100000000001
Margaret	Smith	Pharr	649.9100000000001
Mary	Sellers	Caguas	649.9100000000001
Mary	Smith	Aguadilla	649.9100000000001
Mary	Smith	Des Plaines	649.9100000000001
John	Watson	Caguas	649.9100000000001
Anthony	Smith	Brooklyn	649.9100000000001
Amber	Farrell	Chicago	649.9100000000001
William	Moore	Caguas	649.91
Mary	Smith	Campbell	649.91
Gregory	Smith	Los Angeles	649.91
Linda	Allen	Caguas	649.91
Helen	Smith	Hayward	649.91
Mary	Smith	Lutz	649.91
Jack	Edwards	Riverside	649.91
Roy	Carey	Plymouth	649.91
Linda	Long	Greeley	649.91
Deborah	Smith	Richmond	649.91
Lisa	Wallace	San Ramon	649.91
Joseph	Smith	Caguas	649.91
Matthew	Brennan	Cleveland	649.91
Beverly	Ali	Caguas	649.91
Stephen	Smith	Ypsilanti	649.9000000000001
Janet	Jones	Caguas	649.9000000000001
Mary	West	Brooklyn	649.9000000000001
Betty	Rodgers	Encinitas	649.9000000000001
Cynthia	Doyle	Caguas	649.9000000000001
Zachary	Smith	Caguas	649.9000000000001
James	Smith	Dubuque	649.9000000000001
Richard	Shepherd	Bronx	649.9000000000001
Jordan	Smith	Caguas	649.9000000000001
Joe	Smith	Dallas	649.9000000000001
Eric	Smith	Caguas	649.9000000000001
Catherine	Washington	Aurora	649.9000000000001
Crystal	Brown	Caguas	649.9000000000001
Nicole	Gallegos	Brooklyn	649.9
Victoria	Wu	Middletown	649.9
Mary	Cook	New York	649.9
Debra	Ramirez	Carlisle	649.9
Mary	Moss	Buffalo	649.9
Rose	Smith	Caguas	649.9
Catherine	Lutz	Caguas	649.9
Joshua	Mckinney	Caguas	649.9
Mary	Wood	Fort Lauderdale	649.9
Timothy	Smith	Caguas	649.9
Martha	Garcia	Caguas	649.9
Nathan	Gilmore	Caguas	649.9
Mary	Smith	Caguas	649.9
Deborah	Hunter	Carolina	649.9
Daniel	Smith	Caguas	649.9
Olivia	Reid	Apex	649.9
Marie	Snyder	Brooklyn	649.9
Mary	Lawrence	Saint Charles	649.9
