fname	lname	city	order_amount
Nathan	Reyes	Caguas	229.94
Kevin	Ruiz	Caguas	229.94
Stephanie	Smith	Gardena	229.94
Doris	Nguyen	Greeley	229.94
Pamela	Strong	Lombard	229.94
James	Camacho	Caguas	229.94
Melissa	Mack	Caguas	229.94
Mary	Little	Caguas	229.93
Jonathan	Smith	Caguas	229.93
Evelyn	Lowe	El Paso	229.93
Cynthia	Walker	Caguas	229.93
Amy	Williams	Fort Washington	229.93
Johnny	Robinson	Simi Valley	229.92000000000002
Judith	Brown	Honolulu	229.92000000000002
Daniel	Haas	Sanford	229.92000000000002
Jessica	Figueroa	Gaithersburg	229.92000000000002
Mary	Robinson	Caguas	229.92000000000002
Emily	Richardson	Orlando	229.92000000000002
Mary	Aguilar	Troy	229.92000000000002
Kathleen	Tate	Caguas	229.92000000000002
Mary	Reyes	Dallas	229.92000000000002
Mary	Montoya	Caguas	229.92
Christina	Velasquez	Bakersfield	229.89999999999998
Denise	Smith	La Crosse	227.98000000000002
Catherine	Rubio	Caguas	227.96
Mary	Cooper	Yauco	227.95999999999998
Charles	Smith	Caguas	227.95999999999998
Mary	Smith	Denver	227.95999999999998
Mary	Smith	Palmdale	227.95
Mary	Smith	Spring Valley	227.94
Jessica	Smith	Caguas	227.92
Mary	Jenkins	San Francisco	227.92
Kenneth	Smith	Moline	227.92
Karen	Smith	Cumberland	227.92
Lisa	Smith	Porterville	227.9
Robert	Gilmore	Del Rio	225.97000000000003
Karen	Hicks	Hayward	225.97000000000003
Mary	Murray	Portland	225.97000000000003
Andrew	Smith	San Diego	225.97000000000003
Cynthia	Jordan	Bronx	225.96
Cheryl	Smith	Colorado Springs	225.96
Margaret	Nicholson	Caguas	225.96
Mary	Phillips	Caguas	225.96
Mary	Smith	Caguas	225.96
Wayne	Mcclure	Long Beach	225.96
Elizabeth	Mckee	Caguas	225.0
Robert	Smith	Los Angeles	224.99
Shirley	Dalton	Caguas	224.98000000000002
Mary	Cannon	Caguas	224.98000000000002
Mary	Smith	Caguas	224.98000000000002
Mary	Klein	Granite City	224.98000000000002
Karen	Boyle	Colorado Springs	224.98000000000002
Gregory	Buck	Woonsocket	224.98000000000002
David	Rodriguez	Chicago	224.97
Amy	Smith	Normal	224.97
Arthur	Johnson	Philadelphia	224.95000000000002
Mary	Smith	Caguas	224.95
Mary	Smith	Caguas	224.95
Katherine	Jenkins	Mount Prospect	224.95
Mary	Smith	Caguas	224.95
Melissa	Peterson	Caguas	224.95
Mary	Smith	Caguas	224.95
Jordan	Taylor	Caguas	224.95
Mary	Marsh	Caguas	224.95
Victoria	Smith	Caguas	224.94
Mary	Perez	Caguas	224.94
Mary	Smith	Brooklyn	224.94
Frank	Ruiz	Carol Stream	224.94
Mary	Cisneros	Apex	224.94
Brenda	Fisher	Caguas	224.92999999999998
Mary	Smith	Caguas	224.92999999999998
Mary	Walters	Los Angeles	224.91
Mary	Smith	Caguas	224.91
Amy	Smith	Caguas	224.91
William	Clay	West Chester	224.91
Joyce	Gonzalez	Cupertino	224.91
Mary	Leonard	Bronx	224.91
Mary	Larsen	Caguas	224.9
Paul	Berry	Louisville	224.89
Jerry	Smith	Caguas	223.96
Mary	Patterson	Houston	223.94
Samantha	Sims	Caguas	222.94
Frances	Smith	Caguas	222.0
Mary	Whitney	Canovanas	221.99
Melissa	Smith	Caguas	221.99
Mary	Garcia	El Cajon	221.98000000000002
Mary	Christensen	Bakersfield	221.98000000000002
Nicole	Baker	Ithaca	221.91
Russell	Taylor	Albuquerque	219.99
Mary	Smith	Caguas	219.99
Mary	Sanders	Caguas	219.99
Mary	Snow	Memphis	219.98000000000002
Johnny	Herrera	Caguas	219.98000000000002
Daniel	Mckinney	Waukegan	219.98000000000002
Shirley	Smith	Caguas	219.98000000000002
Janice	Thomas	Chicago	219.98000000000002
Robert	Smith	Caguas	219.98000000000002
Mary	Smith	San Antonio	219.98000000000002
Sean	Smith	Caguas	219.98000000000002
Willie	Sanders	Sacramento	219.98000000000002
Robert	Smith	San Diego	219.98000000000002
Randy	Ball	Caguas	219.98000000000002
Mary	Rogers	Caguas	219.98000000000002
Mary	Nelson	Caguas	219.98000000000002
Carl	Mayo	San Bernardino	219.98000000000002
Mary	Fox	Vista	219.98000000000002
Johnny	Mora	Moline	219.98000000000002
Mary	Glass	Salem	219.98000000000002
Deborah	Gonzalez	Bronx	219.98000000000002
George	Weeks	Hialeah	219.98000000000002
William	Schroeder	Washington	219.98000000000002
Karen	Smith	Everett	219.98000000000002
Mary	Ray	Riverside	219.98000000000002
Mary	Hernandez	Van Nuys	219.98000000000002
Joyce	Smith	Caguas	219.98000000000002
Susan	Williams	Hyattsville	219.98000000000002
Shawn	Gross	Caguas	219.98000000000002
Melissa	Smith	Dallas	219.98000000000002
Olivia	Burns	Caguas	219.98000000000002
Mary	Molina	Van Nuys	219.97000000000003
Joe	Richardson	Saint Louis	219.97000000000003
Alice	Ellison	Caguas	219.97
Mary	Smith	Bronx	219.97
Jeremy	Smith	West Jordan	219.97
Richard	Durham	Pacoima	219.97
Harry	Patrick	Caguas	219.97
Mary	Smith	Richmond	219.97
Mary	Deleon	Detroit	219.97
Mary	Smith	Memphis	219.97
Mary	Smith	New York	219.97
Amber	Mercado	Caguas	219.97
Mary	Ramos	Dearborn	219.97
Barbara	Smith	Orlando	219.97
Mary	Clark	Bakersfield	219.97
Mary	Mcmahon	Brooklyn	219.97
Mary	Smith	East Lansing	219.97
Mary	Serrano	Pompano Beach	219.97
Mary	Carlson	Clarksville	219.96
Jacqueline	James	Houston	219.96
Mary	Smith	Caguas	219.96
Mary	Smith	Caguas	219.96
Mary	Smith	El Paso	219.96
Robert	Kaufman	Miami	219.96
Mary	Smith	Caguas	219.96
Mary	Rodriguez	Chicago	219.96
Judith	Camacho	Lancaster	219.96
Andrew	Smith	Longmont	219.96
Mary	Schultz	Caguas	219.96
Mary	Castillo	Caguas	219.96
Jonathan	Smith	Caguas	219.95999999999998
Mary	Smith	Rowland Heights	219.95999999999998
Anthony	Spence	Chandler	219.95999999999998
Mary	Smith	Richmond	219.95999999999998
Ryan	Austin	Chula Vista	219.95999999999998
Catherine	Smith	Caguas	219.95000000000002
Harold	Smith	Florissant	219.95000000000002
Henry	Smith	Caguas	219.95000000000002
Mary	Smith	Caguas	219.95000000000002
Lawrence	Joyce	San Antonio	219.95000000000002
Betty	Smith	Columbus	219.95000000000002
Mary	Coffey	Caguas	219.95000000000002
Robert	Kerr	Caguas	219.95000000000002
Elizabeth	Smith	Palmdale	219.95000000000002
Scott	Smith	Caguas	219.95000000000002
Linda	King	New Bedford	219.95000000000002
Stephen	Shelton	Quincy	219.95000000000002
Steven	Smith	Mesa	219.95000000000002
Doris	Smith	Caguas	219.95
Shawn	Smith	Caguas	219.95
Mary	Garrett	Caguas	219.95
Anna	Smith	Caguas	219.95
Grace	Snyder	Juana Diaz	219.95
