fname	lname	city	order_amount
Rebecca	Huff	Brooklyn	999.8000000000002
Andrew	Garner	Caguas	999.8000000000001
Mary	Castillo	Caguas	999.8
Mary	Smith	Baltimore	999.8
Karen	Smith	North Hills	999.8
James	Smith	Chula Vista	999.8
Mary	Durham	Houston	999.8
Harold	Johnson	Lewisville	999.7900000000001
Mary	Colon	Riverside	999.79
Mary	Smith	San Antonio	999.79
Mary	Smith	Broomfield	999.78
Arthur	Maddox	Caguas	999.77
Deborah	Smith	Richmond	999.77
Austin	Smith	Fresno	999.77
Brian	Smith	Las Vegas	999.76
Emily	Riley	Caguas	999.76
Larry	Smith	Longmont	999.75
Mary	Smith	Caguas	999.75
Mary	Smith	El Monte	999.6999999999999
Johnny	Cooper	Potomac	999.69
Joshua	Smith	Caguas	999.69
Mary	Smith	Houston	999.6899999999999
Christopher	Thompson	Oxnard	998.96
Ralph	Mitchell	Caguas	998.95
Mary	Smith	Lenoir	998.9200000000001
Mary	Smith	Jackson	997.95
Mary	Mahoney	Los Angeles	997.94
Deborah	Smith	Tucson	997.94
Mary	Smith	Jackson	997.94
Dennis	Smith	Caguas	997.9200000000001
Shirley	Smith	San Marcos	997.8900000000001
Carolyn	Smith	Caguas	997.8900000000001
Mary	Hickman	Miami	997.88
Mary	Torres	Caguas	997.8700000000001
Nathan	Kane	Caguas	997.84
Angela	Massey	Caguas	995.9200000000001
Catherine	Peterson	Caguas	995.9200000000001
Mary	Clark	Miami	995.9200000000001
Donna	Carter	Redmond	995.9200000000001
Sarah	Sherman	Manati	995.9100000000001
Lori	Ellis	Caguas	995.8900000000001
Mary	Smith	Caguas	995.8800000000001
Mary	Sims	Winnetka	995.88
Robert	Whitney	Caguas	995.8700000000001
Mary	Anderson	Apex	995.7800000000001
Thomas	Jones	Placentia	995.78
Philip	Robbins	Caguas	994.96
Mary	Cabrera	Caguas	994.94
Mary	Smith	Saint Louis	994.9300000000001
George	Barrett	Caguas	994.9200000000001
Mary	Avery	Carrollton	994.9100000000001
Andrew	Smith	Brooklyn	994.8900000000001
Mary	Smith	Oak Lawn	994.8900000000001
Richard	Arellano	Phoenix	994.8800000000001
Jonathan	Smith	San Benito	994.88
Justin	Parker	Visalia	994.8700000000001
Pamela	Dickerson	Granada Hills	994.8700000000001
Mary	Mcdonald	Moline	994.8700000000001
Joan	Carr	Canton	994.8600000000001
Mary	Proctor	Caguas	994.86
Ryan	Garcia	Caguas	994.86
Benjamin	Jennings	Santa Ana	994.85
Rebecca	Smith	Caguas	994.85
Shirley	Boyer	Caguas	994.84
Mary	Aguilar	Troy	994.81
Linda	Smith	Troy	994.74
Jessica	Smith	Caguas	993.96
Mary	Smith	Moreno Valley	993.9300000000001
Mary	Smith	Caguas	993.9300000000001
Margaret	Hansen	Caguas	993.9000000000001
Mary	Smith	West Chester	993.9
Paul	Larson	Dorchester Center	993.8900000000001
Scott	Randolph	Cleveland	993.8900000000001
Mary	Morrow	Catonsville	991.9300000000001
Mary	Smith	Los Angeles	991.9200000000001
Roy	Smith	La Mirada	991.9200000000001
Mary	Smith	Los Angeles	991.9100000000001
Carolyn	Moss	Walnut	991.8700000000001
Mary	Santiago	Bloomfield	991.8600000000001
Mark	Smith	Caguas	991.86
Mary	Fox	Vista	989.96
Jessica	Smith	Tampa	989.96
Deborah	Smith	Caguas	989.96
Rebecca	Turner	Caguas	989.95
Kathleen	Price	Chicago	989.95
Mary	Donovan	Caguas	989.95
Mary	Smith	Jackson	989.95
Roger	Smith	Caguas	989.95
Ann	Smith	Hanover	989.94
Rose	White	Los Angeles	989.94
Mary	Smith	Caguas	989.94
Mary	Smith	Levittown	989.94
Mary	Smith	Tempe	989.94
