fname	lname	city	order_amount
Jessica	Cowan	Caguas	379.98
Peter	Smith	Riverside	379.98
Mary	Webb	San Marcos	379.98
Jonathan	Smith	Caguas	379.98
Robert	Lee	Caguas	379.98
Mary	Smith	Hialeah	379.98
Roy	Mckay	San Diego	379.98
Mary	Smith	Dayton	379.98
Lauren	Booth	Caguas	379.98
Patricia	Cooper	Granada Hills	379.98
Diane	Flores	Caguas	379.98
Mary	Smith	Bronx	379.98
Laura	Haas	Caguas	379.98
William	Dudley	Caguas	379.98
Brittany	Mclaughlin	Caguas	379.98
Mary	Lambert	Marietta	379.98
Patricia	Carter	San Pedro	379.98
Mary	Smith	Sacramento	379.98
Austin	Elliott	Highland	379.98
Mary	Marshall	Manati	379.98
Joe	Smith	Dallas	379.98
Mary	Wolf	Caguas	379.98
Mary	Smith	Madison	379.98
Mary	Wolf	Greensboro	379.98
George	Valentine	Bronx	379.98
Denise	Coffey	New York	379.98
Mary	Smith	Caguas	379.98
Kathleen	Smith	Bridgeton	379.98
Teresa	Smith	Caguas	379.98
Mary	Stevenson	New Orleans	379.98
Cynthia	Smith	Union	379.98
Elizabeth	Proctor	Mechanicsburg	379.97
Mary	Morse	Phoenix	379.97
Mary	Andrade	Caguas	379.97
Lauren	Smith	Philadelphia	379.97
Mary	Smith	San Diego	379.97
Mary	Smith	Simi Valley	379.97
Barbara	Smith	Caguas	379.97
Mary	Hamilton	Woodbridge	379.97
Mary	Sanford	Caguas	379.97
Kimberly	Griffin	Catonsville	379.97
Barbara	Nelson	Houston	379.97
Mary	Hill	Caguas	379.97
Gloria	Smith	Caguas	379.97
Michael	Smith	Brooklyn	379.97
Mary	Levine	Salem	379.97
Nathan	Gilmore	Caguas	379.97
Mary	Evans	Pico Rivera	379.97
Danielle	Price	Sun Valley	379.97
Philip	Grimes	El Cajon	379.97
Rose	Smith	Bakersfield	379.97
James	Garner	Fayetteville	379.97
Paul	Black	Meridian	379.97
Melissa	Harrison	Caguas	379.97
Nathan	Reyes	Caguas	379.97
Mary	Greene	San Francisco	379.97
Pamela	Smith	Daly City	379.97
Rachel	Burke	Mission	379.97
Mary	Jackson	Caguas	379.97
Mary	Shea	West Lafayette	379.97
Mary	Ortiz	Piscataway	379.97
Joe	Smith	Catonsville	379.97
Mary	Patton	Philadelphia	379.97
Mary	Jones	San Jose	379.97
Linda	Pope	Caguas	379.97
Andrea	Smith	Aurora	379.97
Mary	Parks	Caguas	379.97
Kathleen	Mayer	Enfield	379.97
David	Smith	Bronx	379.97
Ralph	Smith	Memphis	379.97
Robert	Nunez	Caguas	379.96000000000004
Mary	Sanchez	Caguas	379.96000000000004
Mary	Gallegos	Caguas	379.96000000000004
Megan	Braun	Caguas	379.96000000000004
Frank	Brown	Holland	379.96000000000004
Christina	Walsh	Houston	379.96000000000004
Melissa	Humphrey	Caguas	379.96000000000004
Mary	Smith	Lawrenceville	379.96000000000004
Andrew	Smith	Opelousas	379.96000000000004
Jason	Dixon	Dallas	379.96000000000004
Mary	Hanson	Chillicothe	379.96000000000004
Kathleen	Reynolds	Salt Lake City	379.96000000000004
Karen	Olsen	Los Angeles	379.96000000000004
Susan	Villanueva	Sacramento	379.96000000000004
Mary	Smith	Caguas	379.96000000000004
Shirley	Smith	Chicago	379.96000000000004
Mary	Juarez	Albany	379.96000000000004
Thomas	Roman	Guayama	379.96000000000004
Janice	Bishop	Chandler	379.96000000000004
Mary	Shepherd	Miami	379.96000000000004
Elizabeth	Smith	Fort Worth	379.96000000000004
Mary	Sexton	Caguas	379.96000000000004
Mary	Smith	Albuquerque	379.96000000000004
Charles	Johnson	Caguas	379.96000000000004
Andrea	Smith	Hampton	379.96000000000004
Rebecca	Briggs	Caguas	379.96000000000004
Mary	Dean	Caguas	379.96000000000004
Mildred	Smith	Compton	379.96000000000004
Gregory	Cox	Aurora	379.96000000000004
Alice	Castro	Brooklyn	379.96000000000004
Rachel	Smith	Caguas	379.96000000000004
Helen	Cook	Caguas	379.96000000000004
Mary	Stone	Caguas	379.96000000000004
Victoria	Hancock	Fullerton	379.96000000000004
Mary	Smith	South Gate	379.96000000000004
Roy	Smith	Chicago	379.96000000000004
Sean	Hall	Los Angeles	379.96000000000004
Charles	Lowe	Caguas	379.96000000000004
Mary	Hart	Chicago	379.96000000000004
Mary	Anderson	Joliet	379.96000000000004
Diane	Kim	Caguas	379.96000000000004
Pamela	Smith	Caguas	379.96000000000004
Frances	Nielsen	Aurora	379.96000000000004
Mary	Singleton	Dallas	379.96000000000004
Mary	Smith	Augusta	379.96000000000004
Ann	Mercado	Caguas	379.96000000000004
Mary	Oconnor	Caguas	379.96000000000004
Kathy	Smith	Martinsburg	379.96000000000004
Roy	Smith	Mission	379.96000000000004
Mary	Ramsey	Juana Diaz	379.96000000000004
Mary	Malone	Houston	379.96000000000004
Richard	Payne	New York	379.96000000000004
Jennifer	Smith	Anaheim	379.96000000000004
Mary	Smith	Caguas	379.96000000000004
Ethan	Johnson	Caguas	379.96000000000004
Arthur	Li	Pharr	379.96000000000004
Mary	Blake	San Francisco	379.96000000000004
Catherine	Weiss	Los Angeles	379.96000000000004
Anna	Bowers	Caguas	379.96000000000004
Debra	Harvey	Caguas	379.96000000000004
Kathy	Martinez	Caguas	379.96000000000004
Susan	Meyer	Caguas	379.96000000000004
Dorothy	Smith	Las Vegas	379.96000000000004
Susan	Romero	Brooklyn	379.96000000000004
Mary	Blackburn	Caguas	379.96000000000004
Kathleen	Smith	Albuquerque	379.96000000000004
Mary	Wong	Caguas	379.96000000000004
Wayne	Smith	Caguas	379.96000000000004
Mary	Cooper	Yauco	379.96000000000004
Stephen	Cummings	Fort Washington	379.96000000000004
Mary	Beasley	Caguas	379.96000000000004
Maria	Clark	Citrus Heights	379.96000000000004
Joseph	Flores	Cleveland	379.96000000000004
Maria	Richards	Caguas	379.96000000000004
Mary	Maynard	Vista	379.96000000000004
Kimberly	Smith	Caguas	379.96000000000004
Edward	Smith	Caguas	379.96000000000004
Theresa	Leonard	Los Angeles	379.96000000000004
Kevin	Sims	Caguas	379.96000000000004
Mary	Evans	Caguas	379.96000000000004
Mary	Caldwell	Caguas	379.96000000000004
Justin	Hall	Caguas	379.96000000000004
Mary	Smith	Brooklyn	379.96000000000004
Mary	Hernandez	Hampton	379.96000000000004
Jason	Smith	Caguas	379.96000000000004
Evelyn	Morrison	Las Cruces	379.96000000000004
Matthew	Vaughan	Caguas	379.96000000000004
Mary	Steele	Bridgeton	379.96000000000004
Mary	Smith	East Brunswick	379.96000000000004
Sarah	Chase	Saint Louis	379.96000000000004
Mary	Park	Caguas	379.96000000000004
Jean	Bentley	Caguas	379.96000000000004
James	Smith	Flushing	379.96000000000004
Mary	Smith	Caguas	379.96000000000004
Gary	Gomez	Caguas	379.96000000000004
Ryan	Allen	Chesapeake	379.96000000000004
Mary	Coleman	Caguas	379.96000000000004
Emily	Hubbard	Philadelphia	379.96000000000004
Harold	Jenkins	Fullerton	379.96000000000004
Mary	Williams	Buffalo	379.96000000000004
Mary	Pena	Caguas	379.96000000000004
Shirley	Smith	Chambersburg	379.96000000000004
Mary	Smith	Caguas	379.96000000000004
James	Smith	Freeport	379.96000000000004
Brandon	Smith	Walnut	379.96000000000004
Mary	Smith	Caguas	379.96000000000004
Mary	Wood	Caguas	379.96000000000004
Ruth	Maynard	Caguas	379.96000000000004
Elizabeth	Parker	Vista	379.96000000000004
Mary	Smith	El Paso	379.96000000000004
Louis	Brock	Beaverton	379.96000000000004
Roy	Watts	Newark	379.96000000000004
Mary	Martinez	Caguas	379.96000000000004
Mary	Lopez	Jacksonville	379.96000000000004
Laura	Smith	Caguas	379.96000000000004
Christina	Mckinney	Caguas	379.96000000000004
Mary	Erickson	Opa Locka	379.96000000000004
William	Murphy	Troy	379.96000000000004
Elizabeth	Wells	Caguas	379.96000000000004
Charles	Smith	Caguas	379.96000000000004
Mary	Myers	Caguas	379.96000000000004
Dennis	Meyer	Caguas	379.96000000000004
Mary	Reynolds	Santa Ana	379.96000000000004
Stephen	Smith	Caguas	379.96000000000004
Mary	Frye	Caguas	379.96000000000004
Mary	Smith	Sugar Land	379.96000000000004
Diana	Smith	Caguas	379.96000000000004
Mary	Smith	Tempe	379.96000000000004
Mary	Todd	Caguas	379.96000000000004
Mary	Kirk	Caguas	379.96000000000004
Samantha	Smith	Raleigh	379.96000000000004
Emily	Alexander	Victorville	379.96000000000004
Ethan	Smith	Caguas	379.96000000000004
Walter	Pacheco	Bend	379.96000000000004
Mary	Page	Hyattsville	379.96000000000004
Mary	Smith	Plainfield	379.96000000000004
Richard	Wilkerson	Las Vegas	379.96000000000004
