fname	lname	city	order_amount
Ashley	Peterson	Denver	329.97
Eric	Jensen	Caguas	329.97
Johnny	Smith	Caguas	329.97
Evelyn	Green	Annandale	329.97
Doris	Roberson	Saint Charles	329.97
Jerry	Smith	Carol Stream	329.97
Samuel	Smith	Marietta	329.97
Mary	Gallegos	Brooklyn	329.97
Rose	Smith	Caguas	329.97
Mary	Knapp	Caguas	329.97
Brittany	Bentley	Saint Paul	329.97
Julia	James	Antioch	329.97
Cynthia	Wallace	Newburgh	329.97
Mary	Maldonado	Caguas	329.97
Brenda	Miller	San Diego	329.97
David	Phelps	Caguas	329.97
Margaret	Brandt	Carlsbad	329.97
Mary	Branch	Aurora	329.97
Thomas	Watson	Dearborn	329.97
Mary	Fernandez	Caguas	329.97
Kathleen	Smith	La Mesa	329.97
Mary	Henry	Atlanta	329.97
Mary	Hernandez	Bronx	329.97
Karen	Smith	Philadelphia	329.97
Mary	Smith	Atlanta	329.97
Lauren	Smith	Caguas	329.97
Mary	Chung	Caguas	329.97
Mary	Henry	Caguas	329.97
Mary	Hayes	Caguas	329.97
Teresa	Warner	Caguas	329.97
Mary	Jefferson	Caguas	329.97
Ashley	Peterson	Denver	329.97
Mary	Oneal	Brooklyn	329.97
Mary	Smith	Caguas	329.97
Karen	Smith	Everett	329.97
Mary	Smith	Santa Clara	329.97
Charles	Smith	Caguas	329.97
Harry	Graves	Santa Ana	329.97
Mary	Smith	Pompano Beach	329.97
Mary	Smith	Caguas	329.97
Mary	Smith	Elyria	329.97
Evelyn	Smith	Caguas	329.97
Mary	Morton	Caguas	329.97
Dorothy	Miller	Phoenix	329.97
Kathy	Smith	Saint Paul	329.97
Bobby	Anderson	El Cajon	329.97
Janice	Shea	Caguas	329.97
Mary	Mcgee	Irving	329.97
Helen	Miller	Caguas	329.97
Peter	Smith	Union City	329.97
Mary	Parrish	Caguas	329.97
Janice	Montgomery	Visalia	329.97
Mary	Smith	Oceanside	329.97
Mary	Carter	Caguas	329.97
Sean	Spencer	Los Angeles	329.97
Mary	Smith	Caguas	329.97
Rachel	Bernard	Caguas	329.97
Margaret	Melton	El Paso	329.97
Mary	Collier	Caguas	329.97
Denise	Ritter	Caguas	329.97
Lori	Francis	Brooklyn	329.97
Kimberly	Ferguson	Mchenry	329.97
Mary	Clayton	Caguas	329.97
Mary	Robertson	Opelousas	329.97
Thomas	Moore	Harlingen	329.97
James	Gonzalez	Caguas	329.97
Mary	Smith	Brooklyn	329.97
Christopher	Smith	Las Vegas	329.97
Mary	Smith	Caguas	329.97
Mary	Robbins	New Albany	329.97
Lawrence	Harrison	Caguas	329.97
Mary	James	Lakewood	329.97
Mary	Smith	El Paso	329.97
