fname	lname	city	order_amount
Timothy	Walter	Caguas	549.8499999999999
Mary	Smith	Lancaster	549.8499999999999
Linda	Smith	Newark	549.8499999999999
Barbara	Myers	Mililani	549.8499999999999
Mary	Hernandez	Bronx	549.84
Ronald	Petty	Perth Amboy	549.84
Robert	Lopez	Caguas	549.84
Mary	Haas	Chesapeake	549.84
Mary	Evans	Caguas	549.8399999999999
Mary	Haynes	Caguas	549.8399999999999
Mary	Smith	Caguas	549.8399999999999
Doris	Schneider	Saint Louis	549.8299999999999
Mary	Garza	Caguas	549.81
Angela	Smith	Caguas	549.8
Mary	Jones	Chicago	549.79
Jane	Hopkins	Santa Ana	549.78
Barbara	Nelson	Houston	549.78
Brittany	Smith	Canyon Country	549.0
Patricia	Smith	Caguas	548.9
Grace	Smith	Caguas	547.94
Rebecca	Gallagher	Caguas	547.94
Lisa	Smith	Caguas	547.94
Mary	Smith	Caguas	547.94
Mary	Williams	Diamond Bar	547.94
Ryan	Miller	Costa Mesa	547.94
Mary	Smith	Caguas	547.9300000000001
Amber	Wall	Miami	547.9300000000001
Mary	Morrison	Stone Mountain	547.92
Mary	Robinson	Stockton	547.92
Mary	Hunt	Caguas	547.89
Crystal	Smith	Las Cruces	547.89
Michael	Smith	Los Angeles	547.89
Dorothy	Smith	Chandler	547.88
Mary	Smith	Clearfield	547.84
Jessica	Wilkinson	Caguas	546.9300000000001
Mary	Ryan	Caguas	545.98
Tiffany	Berger	Caguas	545.96
Mary	Porter	Caguas	545.96
Albert	Martin	Strongsville	545.95
Kathy	Thomas	Katy	545.9300000000001
Philip	Hall	San Diego	545.9300000000001
Walter	Huerta	Caguas	545.9200000000001
Ethan	Watkins	York	545.89
Mary	Smith	Caguas	545.87
Mary	Smith	Caguas	544.99
Keith	Lowe	Los Angeles	544.96
Janet	Roy	Caguas	544.96
Virginia	Williams	Caguas	544.95
Catherine	Erickson	Caguas	544.94
Kevin	Andrews	Caguas	544.9399999999999
Robert	Leonard	Caguas	544.9200000000001
Kathryn	Wright	Corona	544.92
Juan	Curry	Saginaw	544.9100000000001
Billy	Pittman	Caguas	544.91
Paul	Hamilton	Pompano Beach	544.91
Mary	Conrad	Fort Worth	544.8900000000001
Michelle	Torres	Los Angeles	544.89
Jacqueline	Smith	Caguas	544.89
Margaret	Jones	Caguas	544.88
Mary	Smith	Bronx	544.88
Mary	Jones	San Marcos	544.88
Rose	Smith	Las Vegas	544.79
Mary	Smith	Caguas	543.96
James	Smith	Fort Washington	543.95
Mary	Smith	Caguas	543.95
George	Williams	Santa Cruz	543.94
Billy	Smith	Caguas	543.9300000000001
Mary	Smith	Newburgh	543.93
Doris	Smith	Brockton	543.93
Mary	Long	Murfreesboro	543.9200000000001
Andrew	Nguyen	Union City	543.9
Martha	Haas	Caguas	543.88
Daniel	Cole	Caguas	543.88
Mary	Howell	Van Nuys	543.83
Robert	Moreno	Caguas	541.97
Mary	Smith	Caguas	541.94
Hannah	Smith	Sugar Land	541.9300000000001
Anna	George	Caguas	541.9300000000001
Brandon	Smith	Walnut	541.9300000000001
Mary	Strong	Caguas	541.91
Richard	Marshall	Aurora	541.9
