fname	lname	city	order_amount
Mary	Short	Caguas	1099.92
Kathy	Martinez	Caguas	1099.92
Mary	Fernandez	Caguas	1099.92
Mary	Berger	Louisville	1099.92
Mary	Garrett	Zanesville	1099.92
Julia	Smith	Manchester	1099.92
Mary	Duncan	Caguas	1099.92
Patricia	Smith	Indianapolis	1099.92
Mary	Smith	Rowland Heights	1099.92
Kathy	Smith	Brighton	1099.92
Ann	Jackson	Los Angeles	1099.92
William	Smith	Caguas	1099.92
George	Garcia	Caguas	1099.92
Victoria	Smith	Caguas	1099.92
Mary	Baldwin	Asheboro	1099.92
William	Collins	Colorado Springs	1099.92
Michael	Mcdonald	New Bedford	1099.92
Mary	Olson	Caguas	1099.92
Aaron	Sharp	Caguas	1099.92
Ryan	Allen	Chesapeake	1099.92
Jeremy	Pennington	Caguas	1099.92
Anna	Smith	Caguas	1099.92
Mary	Hooper	Saint Paul	1099.92
Christian	Smith	Caguas	1099.92
Heather	Freeman	Chicago	1099.92
Patricia	Smith	Dallas	1099.92
Mary	Austin	Caguas	1099.92
Mary	Taylor	Watsonville	1099.92
Gary	Smith	Caguas	1099.92
Mary	Smith	Caguas	1099.92
Mary	Morris	San Juan	1099.92
Anna	Gutierrez	Glenview	1099.92
Julia	Terry	Caguas	1099.92
Mary	Smith	Caguas	1099.92
Mary	Davis	Pompano Beach	1099.92
Michael	Pham	Caguas	1099.92
Gloria	Larson	Chicago	1099.92
Mary	Cochran	Costa Mesa	1099.91
Mary	Pugh	San Jose	1099.91
Andrew	Booth	Dorchester Center	1099.91
Michelle	Smith	Caguas	1099.91
Robert	Smith	Los Angeles	1099.91
Mary	Chan	Miami	1099.91
Charles	Burns	Caguas	1099.91
Ruth	Smith	Fort Lauderdale	1099.91
Mary	Thompson	Caguas	1099.91
Mary	Myers	Caguas	1099.91
Mary	Smith	Bronx	1099.91
Mary	Michael	Caguas	1099.91
Howard	Mathews	Bronx	1099.91
Mary	Mullen	Dallas	1099.91
Mary	Smith	Goose Creek	1099.91
Mary	Mann	Des Plaines	1099.91
Mary	Henson	Caguas	1099.91
Sharon	Sellers	Corona	1099.91
Mary	Smith	Bayamon	1099.91
Mary	Moore	Caguas	1099.91
Sandra	Smith	Orange Park	1099.91
Mary	Smith	La Crosse	1099.91
Jennifer	Smith	Caguas	1099.91
James	Smith	Pomona	1099.91
Mary	Smith	Chicago	1099.91
Mary	Christian	El Paso	1099.91
Mary	Smith	Caguas	1099.91
Barbara	Cameron	Bronx	1099.91
Mark	Watts	Silver Spring	1099.91
Mary	Smith	Watsonville	1099.91
Mary	Wright	Caguas	1099.91
Virginia	Johnson	Davis	1099.91
Hannah	Smith	Fresno	1099.91
Amber	Armstrong	Toms River	1099.91
Mary	Smith	Caguas	1099.91
Donald	Smith	Dearborn	1099.91
Michael	Smith	Tucson	1099.91
Mary	Myers	Caguas	1099.91
James	Smith	Mesa	1099.91
Julia	Smith	Richardson	1099.91
James	Smith	Columbia	1099.91
Richard	Patton	Caguas	1099.91
Mary	Boyer	New Bedford	1099.91
Donald	Rogers	San Diego	1099.9099999999999
Michael	Smith	Brooklyn	1099.9
Mary	Ward	Caguas	1099.9
Mary	Smith	San Diego	1099.9
Stephanie	Leblanc	Caguas	1099.9
Catherine	Smith	Caguas	1099.9
Mary	Whitney	Caguas	1099.9
Karen	Mcdonald	Juana Diaz	1099.9
Mary	Smith	Fayetteville	1099.9
Mary	Garner	Houston	1099.9
Mary	Rowe	Caguas	1099.9
Mary	Smith	Caguas	1099.9
Wayne	Smith	Caguas	1099.9
Mary	Herman	College Station	1099.9
Mary	Bruce	Virginia Beach	1099.9
Marie	Smith	Caguas	1099.9
Mary	Zamora	Caguas	1099.9
Kenneth	Gillespie	Wheaton	1099.9
Tyler	Gutierrez	Aurora	1099.9
Peter	Smith	Caguas	1099.9
Lori	Ellis	Caguas	1099.9
Mary	Smith	Caguas	1099.9
Mary	Smith	Las Vegas	1099.9
Justin	Martinez	Caguas	1099.9
Amanda	Smith	Caguas	1099.9
Benjamin	Cole	Temecula	1099.9
Joseph	Hutchinson	Caguas	1099.9
Nicholas	Garrison	Caguas	1099.9
Mary	Smith	Elgin	1099.9
Willie	Jones	Chicago	1099.9
Catherine	Rubio	Caguas	1099.9
Robert	Hayes	Hendersonville	1099.9
Mary	Smith	Roseville	1099.9
Tyler	Smith	Ann Arbor	1099.9
Mary	Gonzales	Caguas	1099.8999999999999
Mary	Sparks	Caguas	1099.89
Mary	Ortiz	Brooklyn	1099.89
Hannah	Kim	Caguas	1099.89
Mary	Faulkner	Albany	1099.89
James	Smith	Caguas	1099.89
Jesse	Peterson	Caguas	1099.89
Mary	Smith	Houston	1099.89
Jacqueline	Smith	Brooklyn	1099.89
Lauren	Hobbs	Caguas	1099.89
Mary	Bryan	Apex	1099.89
Willie	Sanders	Sacramento	1099.89
Joshua	Smith	Westland	1099.89
Marilyn	Smith	Ventura	1099.89
Mary	Mcdonald	Moline	1099.89
Nancy	Fox	Las Vegas	1099.89
Mary	Franco	Mission Viejo	1099.89
Mary	Bryant	New York	1099.89
Anna	Bailey	Brooklyn	1099.89
Richard	Parker	Caguas	1099.89
Mary	Smith	San Francisco	1099.89
