fname	lname	city	order_amount
Pamela	Smith	Caguas	449.81999999999994
James	Coleman	San Antonio	448.98
Mary	Terrell	Caguas	447.97
Melissa	Powell	Dallas	447.97
Mary	Weaver	Caguas	447.97
Mary	Mullins	Los Angeles	447.97
Joe	Smith	Caguas	447.97
Mary	Edwards	Los Angeles	447.96000000000004
Shirley	Alexander	Phoenix	447.96000000000004
Randy	Smith	Caguas	447.95000000000005
Mary	Ward	Summerville	447.95000000000005
Mary	Boyer	New Bedford	447.95000000000005
Ethan	Smith	Los Angeles	447.95
John	Smith	San Bernardino	447.94
Mary	Owens	Lancaster	447.93
Ralph	Smith	La Mesa	447.93
Hannah	Pena	Cupertino	447.90999999999997
Mary	Salazar	Caguas	447.9
Mary	Smith	Annandale	447.83
Mary	Bishop	Brooklyn	446.89
Mary	Curtis	Caguas	446.0
Mary	Flores	Caguas	445.96000000000004
Jean	Mcintyre	Caguas	445.96000000000004
Anthony	Young	Caguas	445.95000000000005
Roger	Smith	Del Rio	445.93
Jeffrey	Ramos	Caguas	445.93
Christian	Doyle	Caguas	445.93
Robert	Holloway	Caguas	445.90000000000003
Mary	Smith	Opelousas	444.98
Ronald	Hall	Caguas	444.98
Angela	Merritt	Bakersfield	444.98
Carolyn	Jennings	Caguas	444.98
Joe	Snyder	Phoenix	444.97
Anna	Smith	Houston	444.97
Mary	Garza	Santa Clara	444.97
Maria	Smith	Caguas	444.97
Carol	Smith	San Antonio	444.97
Mary	Johnson	La Habra	444.96000000000004
Lisa	Smith	Lake Forest	444.95000000000005
Mary	Villegas	Oxnard	444.95000000000005
Robert	Smith	Caguas	444.95
Wayne	Crawford	Caguas	444.95
Ryan	Collins	Aurora	444.93000000000006
Mary	Alexander	Philadelphia	444.92
Stephen	Smith	Salina	444.92
Mary	Shah	Winter Park	444.92
Victoria	Reyes	Brooklyn	444.91999999999996
Joseph	Callahan	Bay Shore	444.90999999999997
Anthony	Marshall	San Diego	444.88
Diana	Smith	Caguas	444.84000000000003
Nathan	Smith	Brooklyn	444.84000000000003
Mary	Terrell	Caguas	443.98
Mary	Gray	Elmhurst	443.98
Eugene	Smith	Caguas	443.95000000000005
Mary	Smith	Caguas	443.95000000000005
Jennifer	Palmer	Caguas	443.95000000000005
Mary	Smith	Hesperia	443.94000000000005
Mary	Smith	Caguas	443.94000000000005
Mary	Mclaughlin	Dallas	443.94000000000005
Mary	Smith	Caguas	443.93
Andrew	Smith	Caguas	443.93
Mary	Gardner	Las Vegas	443.91999999999996
Mary	Richards	Caguas	443.90999999999997
Nancy	Mcclure	Smyrna	443.89000000000004
Mary	Smith	Lancaster	443.88
Mary	Chavez	Caguas	443.84999999999997
Patrick	Herrera	Caguas	441.98
Cheryl	Kline	Philadelphia	441.96000000000004
Mary	Smith	El Paso	441.95000000000005
Timothy	Walter	Caguas	441.91
Willie	Flynn	San Jose	441.9
Mary	Smith	Caguas	441.88
Mary	Chang	Caguas	441.87
Janice	Montgomery	Visalia	441.87
Eric	Clements	Norfolk	441.86
Mary	Roy	Marietta	440.94000000000005
Mary	Smith	Caguas	439.99
Sara	Smith	San Marcos	439.99
Andrew	Mcgee	San Jose	439.99
Mary	Stanley	Atlanta	439.99
Mary	Smith	Hanover	439.98
Peter	Smith	Caguas	439.98
Nathan	Butler	Caguas	439.98
Thomas	Crawford	Rome	439.98
Robert	Kramer	Bakersfield	439.98
Christina	Carroll	East Lansing	439.98
Alexander	Nguyen	Caguas	439.98
Amanda	Estes	Honolulu	439.98
Eric	Smith	Edison	439.98
Mary	Mays	Caguas	439.98
Frank	Elliott	Philadelphia	439.98
Scott	Flynn	Caguas	439.98
Mary	Shaffer	Philadelphia	439.98
David	Smith	Caguas	439.98
Mary	Mcdonald	Caguas	439.98
Matthew	Bush	Caguas	439.98
Evelyn	Smith	Huntington Beach	439.98
Dorothy	Hawkins	Greensburg	439.98
Mary	Chapman	Fort Lauderdale	439.98
Joe	Snyder	Phoenix	439.98
Kenneth	Smith	Glen Burnie	439.97
Ryan	Daniel	Jersey City	439.97
Mary	Mcdonald	Glendale	439.97
Harold	Miller	Newark	439.97
Theresa	Atkins	Caguas	439.97
Raymond	Smith	Caguas	439.97
Nancy	Haynes	Caguas	439.97
Nicholas	Smith	Caguas	439.97
Kyle	Small	Middletown	439.97
Charles	Smith	Saint Charles	439.97
Mary	Page	Riverside	439.97
Mary	Smith	Milwaukee	439.97
Jacob	Smith	Clearfield	439.97
Janet	Reed	Bountiful	439.97
Mary	Villegas	Oxnard	439.97
Mary	Smith	Caguas	439.97
Evelyn	Contreras	Caguas	439.97
Mary	Key	Cleveland	439.97
Mary	Smith	Caguas	439.97
Michelle	Pierce	Washington	439.97
Mary	Simmons	Caguas	439.97
Robert	Rowe	Caguas	439.97
Mary	Bryant	Caguas	439.97
Christopher	Prince	Caguas	439.97
Judith	Phillips	Quincy	439.97
Mary	Sharp	Caguas	439.97
George	Jordan	Caguas	439.97
Johnny	Smith	Caguas	439.97
Mary	Davenport	Brooklyn	439.97
Peter	Smith	Santa Ana	439.97
Denise	Smith	Caguas	439.97
Mary	Noble	Caguas	439.97
Mary	Ward	Caguas	439.97
Brenda	Miller	San Diego	439.97
Amanda	Wilson	Eugene	439.97
Gregory	Dominguez	Caguas	439.97
Mary	Lee	Santa Ana	439.97
Julia	Woodard	Atlanta	439.97
Phillip	Paul	Caguas	439.97
Willie	Cunningham	Los Angeles	439.97
Mary	Smith	Los Angeles	439.97
Elizabeth	Smith	Caguas	439.97
Angela	Walsh	Detroit	439.97
Karen	Norman	Caguas	439.97
Catherine	Smith	Paramount	439.97
Mary	Robinson	Caguas	439.97
Mary	Harvey	New Albany	439.97
Mary	Smith	Salt Lake City	439.97
Donald	Smith	San Francisco	439.97
Nicholas	Smith	Caguas	439.97
Judith	Gibbs	Bakersfield	439.97
Kathy	Smith	Saint Paul	439.97
Stephen	Nelson	Caguas	439.97
Mary	Richardson	Marietta	439.97
Catherine	Smith	Marrero	439.97
Samuel	Hammond	Caguas	439.97
Mary	Moyer	Albuquerque	439.96000000000004
Daniel	Clayton	Piscataway	439.96000000000004
Mary	Cannon	San Juan	439.96000000000004
Jack	Stanley	Los Angeles	439.96000000000004
Ryan	Larson	Saint Paul	439.96000000000004
Mary	Smith	Caguas	439.96000000000004
Kimberly	Smith	Caguas	439.96000000000004
Mary	Briggs	Caguas	439.96000000000004
Wayne	Smith	Pompano Beach	439.96000000000004
Douglas	Joseph	San Antonio	439.96000000000004
