fname	lname	city	order_amount
Mary	Smith	New Orleans	1549.87
Mary	Patel	Houston	1549.8600000000001
Mary	Moody	Caguas	1549.8600000000001
Mary	Smith	Brooklyn	1549.8400000000001
Gerald	Smith	New Orleans	1549.8300000000002
Mary	Smith	Caguas	1549.8100000000002
Margaret	Smith	Decatur	1549.8100000000002
Mary	Brady	Caguas	1549.8
Matthew	Brennan	Cleveland	1549.7900000000002
Maria	Smith	Sanford	1549.7600000000002
Mary	Smith	Hollywood	1549.7500000000002
Mary	Atkinson	Baltimore	1549.75
Lori	Mccarthy	New Orleans	1549.74
Mary	Lopez	Jacksonville	1549.72
Christopher	Smith	Federal Way	1539.91
Betty	Spears	Carrollton	1539.91
Mary	Acosta	Blacksburg	1539.88
Jennifer	Morse	Brandon	1539.8700000000001
Nathan	Adams	Caguas	1539.8700000000001
Willie	Pena	San Juan	1539.8700000000001
John	Smith	Caguas	1539.8700000000001
Janet	Odom	Caguas	1539.8600000000001
Emily	May	Brandon	1539.8600000000001
Mary	Smith	Caguas	1539.8000000000002
Judith	Hicks	Ann Arbor	1539.8000000000002
Mary	Smith	Detroit	1534.88
Mary	Smith	Caguas	1529.93
Elizabeth	Watkins	Caguas	1529.92
Mary	Horton	Richmond	1529.92
Mary	Silva	Carrollton	1529.92
Jennifer	Smith	Norfolk	1529.91
Pamela	Smith	Brooklyn	1529.91
Mary	Conner	Long Beach	1529.9
Andrew	Smith	Longmont	1529.9
Justin	Bonilla	Caguas	1529.9
Mary	Smith	Murfreesboro	1529.9
Mary	Kennedy	San Diego	1529.9
Mary	Bonilla	Chicago	1529.9
Albert	Contreras	Alpharetta	1529.9
Mary	Smith	Crown Point	1529.89
Mary	Mills	Caguas	1529.89
Angela	Smith	Caguas	1529.89
Mary	Martinez	Caguas	1529.89
Mary	Smith	Caguas	1529.88
Jeremy	Hart	Ventura	1529.88
Harry	Donovan	Joliet	1529.88
Mary	Sullivan	Huntington Park	1529.88
Diana	Hernandez	Lodi	1529.88
Diana	Hale	San Antonio	1529.88
Mary	Chung	Gardena	1529.8700000000001
Mary	Martin	Brooklyn	1529.8600000000001
Joseph	Singh	Caguas	1529.8600000000001
Mary	Howell	Danbury	1529.8500000000001
Richard	Reilly	Los Angeles	1529.8500000000001
Mary	Adams	Caguas	1529.85
Billy	Smith	Caguas	1529.8300000000002
Kathleen	Orr	Hollywood	1529.8100000000002
Ann	Smith	Los Angeles	1529.81
Jason	Robinson	Alhambra	1529.7800000000002
Olivia	Edwards	Caguas	1529.7800000000002
Mary	Harris	La Mirada	1524.92
Mary	Martinez	Woonsocket	1524.8700000000001
Kathryn	Wright	Corona	1519.93
Timothy	Smith	Chicago	1519.92
Mary	Smith	Chicago	1519.91
Richard	Lara	Hamtramck	1519.9
Michelle	Smith	Caguas	1519.9
Mary	Turner	Fairfield	1519.88
Catherine	Smith	Caguas	1519.8700000000001
Mary	Gentry	Caguas	1519.8500000000001
Mary	Smith	Juana Diaz	1519.8500000000001
Eugene	Calderon	Lancaster	1519.8400000000001
Patrick	Mcgee	Caguas	1519.8400000000001
Mary	Wolf	Caguas	1519.81
Mary	Dickson	Stockbridge	1519.8
Mary	Rodriguez	Silver Spring	1519.78
Mary	Velasquez	Ridgewood	1513.82
Brenda	Smith	Fargo	1511.8500000000001
Juan	Curry	Saginaw	1509.9
Mary	Mathis	Mililani	1509.9
Ashley	Mclaughlin	Encinitas	1509.88
Mary	Walker	Caguas	1509.88
Mary	Oconnell	Caguas	1509.88
Evelyn	Valencia	Caguas	1509.8700000000001
Mary	Smith	Fort Worth	1509.8700000000001
Mary	Johnson	Mentor	1509.8700000000001
Melissa	Davis	Caguas	1509.8700000000001
Ashley	Clark	Caguas	1509.8700000000001
Barbara	Smith	Bronx	1509.86
Juan	Smith	West New York	1509.84
Martha	Santiago	Caguas	1509.82
Grace	Wilson	Denver	1509.8
Jesse	Robinson	Caguas	1509.7900000000002
Mary	Frazier	Poway	1509.78
Randy	Smith	Cupertino	1509.76
