fname	lname	city	order_amount
Donald	Osborn	Woodbridge	349.96000000000004
Stephanie	Smith	Caguas	349.96000000000004
Michael	Williamson	Virginia Beach	349.96000000000004
Maria	Ruiz	Jacksonville	349.96000000000004
Mary	Cantrell	Caguas	349.96000000000004
Mary	Smith	Hialeah	349.96000000000004
Mary	Smith	Caguas	349.96000000000004
Shirley	Richardson	Hyattsville	349.96000000000004
Diana	Smith	Elgin	349.96000000000004
Anna	Smith	Caguas	349.96000000000004
Mary	Smith	Caguas	349.96000000000004
Kimberly	Griffin	Catonsville	349.96000000000004
Mary	Fletcher	Las Vegas	349.96000000000004
Jordan	Smith	Fresno	349.96000000000004
Wayne	Crawford	Caguas	349.96000000000004
Robert	Garcia	Louisville	349.96000000000004
Mary	Mcknight	Caguas	349.96000000000004
Mary	Morrison	Stone Mountain	349.96000000000004
Patricia	Cooper	Granada Hills	349.96000000000004
Nicole	Downs	Caguas	349.96000000000004
Christopher	Thompson	Oxnard	349.96000000000004
Mary	Smith	Massillon	349.96000000000004
Mary	Smith	Memphis	349.96000000000004
James	Smith	Caguas	349.96000000000004
Mary	Smith	Caguas	349.96000000000004
Mary	Holloway	Porterville	349.96000000000004
Eric	Clements	Norfolk	349.96000000000004
Thomas	Smith	Caguas	349.96000000000004
Ralph	Smith	Virginia Beach	349.96000000000004
Sean	Vaughn	Caguas	349.96000000000004
Lori	Mccarthy	New Orleans	349.96000000000004
Cheryl	Smith	Brooklyn	349.96000000000004
Evelyn	Smith	Flushing	349.96000000000004
Mary	Smith	Laredo	349.96000000000004
Rebecca	Hunter	Bay Shore	349.96000000000004
Janet	Sandoval	Caguas	349.96000000000004
Mary	Ramos	Strongsville	349.96000000000004
James	Miller	Antioch	349.96000000000004
Mary	Kirk	Caguas	349.96000000000004
Mary	Smith	Laredo	349.96000000000004
Mary	Hicks	Caguas	349.96000000000004
Mary	Mclaughlin	Dallas	349.96000000000004
Mary	Smith	Brownsville	349.96000000000004
Hannah	Long	Caguas	349.96000000000004
James	Rangel	Oceanside	349.96000000000004
Deborah	Smith	Caguas	349.96000000000004
Mary	Smith	Caguas	349.96000000000004
Mary	Macdonald	Caguas	349.96000000000004
Mary	Little	Dallas	349.96000000000004
Margaret	Wade	Caguas	349.96000000000004
Donna	Smith	Atlanta	349.96000000000004
Joan	Ingram	Cerritos	349.96000000000004
Brandon	Smith	Caguas	349.96000000000004
Patricia	Duncan	Caguas	349.96000000000004
Mary	Galvan	Levittown	349.96000000000004
Ethan	Smith	Caguas	349.96000000000004
Betty	Hartman	Caguas	349.96
Joyce	Thompson	Caguas	349.96
Mary	Valdez	Los Angeles	349.96
Kimberly	Smith	Caguas	349.96
Sharon	Smith	Caguas	349.96
Mary	Smith	Fort Lauderdale	349.96
Mary	Smith	Laredo	349.96
Anthony	Smith	Westerville	349.96
Sharon	Wood	Caguas	349.96
Melissa	Flores	Gaithersburg	349.96
Frances	Lawrence	Caguas	349.96
Larry	Bass	Caguas	349.96
Mary	Ramirez	Wyoming	349.96
Jeffrey	Smith	West Covina	349.96
Phillip	Petty	Fort Washington	349.96
Jean	Smith	Caguas	349.96
Tyler	Gutierrez	Aurora	349.96
Mary	York	Caguas	349.96
Michelle	Callahan	Sacramento	349.95000000000005
Michelle	Moss	Caguas	349.95000000000005
Patricia	Fitzpatrick	Buffalo	349.95000000000005
Mary	Thompson	Huntington Park	349.95000000000005
Mary	Simmons	Sacramento	349.95000000000005
Albert	Smith	El Paso	349.95000000000005
Mary	Chung	Caguas	349.95000000000005
Mary	Kirk	Caguas	349.95000000000005
Mary	Brown	Caguas	349.95000000000005
