fname	lname	city	order_amount
Beverly	Kim	San Jose	565.8399999999999
Mary	Ho	Caguas	565.8399999999999
Jerry	Smith	Caguas	565.8299999999999
Mary	Smith	Chicago	565.81
Mary	Richards	Caguas	564.97
Robert	Garcia	Louisville	564.96
Mary	Smith	Caguas	564.96
Mary	Sawyer	Caguas	564.96
Mary	Mullins	Los Angeles	564.94
Zachary	Reyes	Lockport	564.9300000000001
Mary	Shannon	Caguas	564.9300000000001
Mary	French	Caguas	564.9300000000001
Brian	Gates	Caguas	564.9300000000001
Mary	Hale	Caguas	564.9300000000001
Mary	Bradley	Far Rockaway	564.9300000000001
Kyle	Robertson	Caguas	564.9200000000001
Mary	Cook	Caguas	564.9100000000001
Mary	Smith	Flushing	564.9100000000001
Mary	Smith	Bartlett	564.91
Mary	Mcintosh	Hollywood	564.91
Willie	Smith	Caguas	564.91
Hannah	Simpson	Mission Viejo	564.9000000000001
Laura	Young	Pomona	564.9
Mary	Hurst	Caguas	564.89
Patrick	Smith	Los Angeles	564.89
Mary	Smith	Caguas	564.89
Mary	Cisneros	Apex	564.87
Adam	Smith	Staten Island	564.85
Mary	Smith	Victorville	564.84
Stephanie	Vasquez	Antioch	564.8399999999999
Carolyn	Smith	West Lafayette	564.78
Shawn	Smith	Caguas	563.96
Susan	Zhang	Corona	563.96
Mary	Finley	Caguas	563.96
Michael	Wilkerson	South Gate	563.96
Gerald	Smith	Caguas	563.94
Mary	Griffin	Reynoldsburg	563.9200000000001
Mary	Adkins	Rialto	563.92
Raymond	Smith	Riverside	563.92
David	Middleton	Caguas	563.9100000000001
Steven	Perez	Caguas	563.91
Mary	Smith	Portland	563.9
Brandon	Haney	Caguas	563.86
Mary	Little	Caguas	561.96
Joseph	Matthews	North Tonawanda	561.96
Mary	Smith	Canton	561.96
Mary	Andrews	El Monte	561.96
Judy	Arnold	Caguas	561.96
Lori	Meyers	Cleveland	561.95
Jessica	Valdez	Caguas	561.94
Mary	Martinez	Salt Lake City	561.94
Mary	Pacheco	Brockton	561.9300000000001
Ruth	Kramer	Wheaton	561.9200000000001
Ann	Smith	Amarillo	561.89
Mary	Hood	Stone Mountain	560.9200000000001
Willie	Smith	Caguas	559.99
Eugene	Smith	La Crosse	559.98
Mary	Smith	Brooklyn	559.98
Jessica	Chaney	York	559.98
Kyle	Smith	Caguas	559.97
