fname	lname	city	order_amount
Mary	Hunter	Bend	1129.8
Roger	Smith	Longmont	1129.8
Emma	Johnson	Caguas	1129.8
Brenda	Gonzalez	Rancho Cucamonga	1129.8
Paul	Garcia	Saint Paul	1129.8
Mary	Carr	Oregon City	1129.8
Brandon	Smith	Caguas	1129.79
Johnny	Costa	Carolina	1129.79
Mary	Smith	Elyria	1129.79
Matthew	Wolfe	Antioch	1129.7800000000002
Robert	Reid	Ontario	1129.77
Cynthia	Davila	Salem	1129.77
Ralph	Griffith	Caguas	1129.76
Willie	Russell	Caguas	1129.76
Carolyn	Gonzalez	Baltimore	1129.75
Alan	Smith	Trujillo Alto	1129.75
Mary	Smith	New York	1129.75
Ethan	Thomas	Caguas	1127.92
Mary	Smith	Chicago	1127.89
Donna	Sims	Caguas	1125.82
Cynthia	Benjamin	Caguas	1125.81
Christine	Potter	Chicago	1124.96
Denise	Smith	South San Francisco	1124.95
Samantha	Smith	Palatine	1124.95
Victoria	Rocha	Caguas	1124.92
Mary	Hendrix	Highland	1124.91
Mary	Carlson	Bronx	1124.9
Mary	Smith	Caguas	1124.89
Mary	Smith	Fresno	1124.89
David	Smith	Charlotte	1124.89
Carl	Russo	Las Vegas	1124.8600000000001
Jonathan	Cook	San Antonio	1124.8600000000001
Matthew	Smith	Caguas	1124.8300000000002
Brenda	Oconnell	Phoenix	1124.8200000000002
Danielle	Smith	San Diego	1124.8100000000002
Brian	Rice	Denver	1124.81
Mary	Smith	Caguas	1123.9
Rachel	Burke	Mission	1121.9
Benjamin	Ortiz	Caguas	1119.95
Mary	Norman	Columbia	1119.94
Joseph	Smith	Caguas	1119.94
Mary	Smith	Wyandotte	1119.94
Virginia	Zuniga	Virginia Beach	1119.94
Sarah	Rogers	Los Angeles	1119.94
David	Smith	Caguas	1119.94
Dorothy	Singh	Charlotte	1119.94
Kevin	Raymond	West New York	1119.93
Teresa	Smith	Caguas	1119.93
Dennis	Hall	Detroit	1119.93
George	Weeks	Hialeah	1119.93
