fname	lname	city	order_amount
Jacqueline	Salazar	Caguas	929.88
Stephanie	Smith	Sugar Land	929.88
Mary	Lee	Jacksonville	929.88
Mary	Mckinney	Bayamon	929.88
Scott	Fuller	Caguas	929.88
Madison	Gould	Caguas	929.88
Brian	Landry	Reseda	929.88
Mary	Hansen	Rochester	929.88
Jacob	Smith	Caguas	929.88
Mark	Watts	Silver Spring	929.88
Mary	Ford	Brooklyn	929.88
Mary	Mckinney	Caguas	929.88
Mary	Smith	Passaic	929.88
Mary	Rhodes	Detroit	929.88
Mary	Jackson	Caguas	929.88
John	Burns	Jamaica	929.88
Sara	Smith	Caguas	929.88
Mary	Mann	Des Plaines	929.88
Henry	Smith	Phoenix	929.88
Roger	Cordova	Caguas	929.88
Jerry	Jackson	Caguas	929.88
Melissa	Peterson	Caguas	929.88
Michael	Scott	Caguas	929.88
Matthew	Jones	Caguas	929.88
Ronald	Smith	Caguas	929.88
Mary	Mcbride	Raleigh	929.88
Mary	Lam	Hesperia	929.8799999999999
Emily	Smith	Caguas	929.8700000000001
Larry	Terrell	Caguas	929.8700000000001
Robert	Huff	New Brunswick	929.8700000000001
Pamela	Ray	Wichita	929.8700000000001
Amber	Smith	Caguas	929.8700000000001
Mary	Allen	Caguas	929.87
Mary	Wang	Mount Pleasant	929.87
Carolyn	Weaver	Honolulu	929.87
Edward	Peters	Caguas	929.87
Mary	Diaz	Caguas	929.87
Peter	Smith	Caguas	929.87
Mary	Bray	Caguas	929.87
Ruth	Carter	Caguas	929.87
Mary	Barrett	Lynwood	929.87
Billy	Mooney	Caguas	929.87
Mary	Smith	Los Angeles	929.87
Marie	Harris	Caguas	929.87
Mary	Acevedo	Caguas	929.87
Billy	Mooney	Caguas	929.87
David	Moss	Milford	929.87
Rachel	Prince	Caguas	929.87
Adam	Navarro	Chicago	929.87
Mary	Smith	Caguas	929.8600000000001
Jerry	Smith	Caguas	929.8600000000001
Mary	Smith	Caguas	929.86
Sandra	Brown	Caguas	929.86
Scott	Smith	Brooklyn	929.86
Angela	Vargas	Caguas	929.86
Angela	Delacruz	Phoenix	929.8599999999999
Kenneth	Gillespie	Wheaton	929.8599999999999
Mary	Smith	Las Vegas	929.85
Mary	Smith	Austin	929.85
Mary	Andrews	Los Angeles	929.85
Mary	Myers	Caguas	929.85
Kelly	Smith	Chicago	929.85
Mary	Smith	Bayamon	929.8499999999999
Frank	Smith	Cary	929.8499999999999
Kathleen	Collins	Oceanside	929.8499999999999
Jason	Smith	Caguas	929.8499999999999
Mary	Suarez	Greeley	929.8400000000001
Mary	Cabrera	Caguas	929.84
George	Jordan	Caguas	929.84
Jose	Smith	Miami	929.84
Mary	Stevens	Bell Gardens	929.84
Mary	Smith	La Crosse	929.84
Tammy	Hood	Orlando	929.84
Mary	Barron	Caguas	929.84
Mary	Smith	Caguas	929.84
Janice	Smith	Honolulu	929.84
Philip	Robbins	Caguas	929.84
Kathryn	Myers	Caguas	929.84
Anna	Smith	Napa	929.84
Mary	Barrett	Lynwood	929.84
Janice	Hutchinson	Victorville	929.8399999999999
Amy	Smith	Caguas	929.8399999999999
James	Smith	Caguas	929.8399999999999
Henry	Jacobs	Chicago	929.8399999999999
Megan	Moreno	Caguas	929.8399999999999
Mary	Smith	Caguas	929.8399999999999
Mary	Miller	Caguas	929.83
Thomas	Moore	Fort Worth	929.83
Mary	Anderson	Caguas	929.83
Mary	Bush	Caguas	929.8299999999999
Robert	Smith	Caguas	929.8200000000002
Roger	Dunlap	Caguas	929.82
Lisa	Hensley	Caguas	929.82
Bryan	Hill	Medina	929.82
Ruth	Smith	Caguas	929.8199999999999
Mary	Smith	Powder Springs	929.8100000000001
Sarah	Chapman	Miami	929.8100000000001
Mark	Watts	Silver Spring	929.81
Mary	Smith	Roswell	929.81
Mary	Craig	Caguas	929.81
Jeffrey	Wilcox	Caguas	929.81
Joseph	Clark	Caguas	929.81
Jennifer	Little	Hyattsville	929.81
Mary	Smith	East Brunswick	929.81
Nancy	Smith	Levittown	929.8000000000001
Christine	Reynolds	Baldwin Park	929.8
Hannah	Deleon	Chicago	929.79
Paul	Trevino	West Chester	929.78
Mary	Smith	Caguas	929.77
Matthew	Smith	Caguas	929.77
Mary	Smith	Caguas	929.77
Steven	Mann	Staten Island	929.77
Eric	Cohen	Caguas	929.77
Nicole	Powers	Dallas	929.76
Danielle	Smith	Caguas	929.74
Rose	Cannon	Tonawanda	929.74
Catherine	Shelton	Lakewood	929.74
Mary	Frost	Jackson	929.7
Jeremy	Washington	College Station	928.96
Janice	Smith	Jacksonville	928.8699999999999
Janet	Glover	Carmichael	927.9100000000001
Mary	Torres	Caguas	927.9000000000001
Joshua	Conner	Caguas	927.8900000000001
Christina	Wright	West Covina	927.8900000000001
Mary	Pennington	Caguas	927.8800000000001
