fname	lname	city	order_amount
Mary	Holt	Cleveland	439.95
Mary	Hurst	Caguas	439.95
Larry	Morris	Hagerstown	439.95
Mary	Smith	Hawthorne	439.95
Mary	Romero	San Francisco	439.95
Mildred	Morgan	Caguas	439.95
John	Singh	Stockton	439.94000000000005
Timothy	Vasquez	Caguas	439.94000000000005
Frank	Thompson	Edison	439.94000000000005
Mary	Smith	Elmhurst	439.94000000000005
Mary	Oconnor	Caguas	439.94000000000005
Mary	Williams	Caguas	439.94000000000005
Ashley	Lowe	Caguas	439.94000000000005
Robert	Richardson	El Paso	439.94
Mary	Smith	Caguas	439.94
Amber	Williams	Caguas	439.94
Catherine	Erickson	Caguas	439.94
Kathryn	Smith	Tempe	439.94
Thomas	Moore	Fort Worth	439.94
Mary	Brown	Caguas	439.94
Jonathan	Peterson	Algonquin	439.94
Mary	Smith	Atlanta	439.94
Patricia	Smith	Pawtucket	439.94
Mary	Smith	Bayamon	439.94
Mary	Meyer	Caguas	439.94
Mary	Case	Brooklyn	439.94
Brittany	Smith	Arecibo	439.94
Mary	Chen	Caguas	439.94
Mary	Diaz	Caguas	439.94
Bruce	Perkins	Plymouth	439.94
Bryan	Ramos	North Richland Hills	439.94
Alice	Edwards	Caguas	439.94
Catherine	Owens	Caguas	439.94
Gregory	Santiago	Chicago	439.94
Mary	York	Brooklyn	439.93000000000006
Ashley	Smith	Tempe	439.93000000000006
Betty	Smith	Los Angeles	439.93000000000006
Martha	Smith	Caguas	439.93000000000006
James	Massey	East Lansing	439.93000000000006
Hannah	Guerra	Caguas	439.93
Joseph	Young	Los Angeles	439.93
Kyle	Williams	Caguas	439.93
Sara	Brewer	Garden Grove	439.93
Mary	Smith	Caguas	439.93
Mary	Perez	Caguas	439.92999999999995
Mary	Wilson	Jacksonville	439.92999999999995
Joshua	Smith	Caguas	439.92999999999995
John	Smith	Fort Worth	439.92999999999995
Denise	Smith	South San Francisco	439.9200000000001
Matthew	Harrison	Raleigh	439.92
Mary	Rodriguez	Chicago	439.92
William	Smith	Caguas	439.92
John	Smith	Caguas	439.92
Mary	Hoffman	Caguas	439.92
Mary	Medina	Caguas	439.91999999999996
Mary	Camacho	Mesa	439.91999999999996
Sarah	Smith	Caguas	439.91999999999996
Karen	Conway	Mount Prospect	439.91
Rose	Pena	Harlingen	439.91
Mary	Hutchinson	Pompano Beach	439.91
Rachel	Smith	Caguas	439.90999999999997
Helen	Smith	Caguas	439.90999999999997
Arthur	West	Salem	439.90999999999997
Grace	Sanchez	Caguas	439.90999999999997
Virginia	Miller	Greeley	439.90999999999997
George	Smith	Grand Prairie	439.90999999999997
Samuel	Sanchez	Caguas	439.90999999999997
Mary	Smith	Baltimore	439.90999999999997
Doris	Smith	Riverside	439.90999999999997
Ashley	Smith	Silver Spring	439.90999999999997
Evelyn	Valencia	Caguas	439.90999999999997
Mary	Pope	Tampa	439.90999999999997
Jonathan	Hill	Phoenix	439.90999999999997
Tiffany	Walker	Cary	439.90999999999997
Mary	Campbell	Honolulu	439.90999999999997
Phillip	Smith	Decatur	439.90999999999997
Mary	Smith	Caguas	439.90999999999997
Brian	House	Anaheim	439.90000000000003
Jean	Smith	Caguas	439.90000000000003
Mary	Meyer	Caguas	439.90000000000003
Mary	Smith	Caguas	439.9
William	Smith	Tustin	439.9
Dennis	Smith	Houston	439.9
Angela	Meadows	Los Angeles	439.9
Anna	Smith	Cleveland	439.9
Mary	Tucker	Caguas	439.9
Angela	Howard	Escondido	439.9
Mary	Haynes	Caguas	439.9
Nathan	Burns	Albany	439.9
Mary	Smith	El Paso	439.9
Joshua	Smith	Caguas	439.9
Keith	Callahan	Opelousas	439.9
Mary	Jones	Moreno Valley	439.89000000000004
Donna	Preston	Hamtramck	439.89000000000004
Mary	Petty	Plainfield	439.89
Mary	Davis	Fort Worth	439.89
Jennifer	Smith	Caguas	439.89
Mark	Smith	Summerville	439.89
Rose	Smith	Caguas	439.89
Mary	Smith	New Haven	439.89
Rebecca	Roberts	Brooklyn	439.88
Mary	Parrish	Caguas	439.88
Mary	Smith	Caguas	439.88
Andrea	Woods	San Jose	439.88
Mary	Watson	Caguas	439.88
Mary	Richards	Caguas	439.88
Michael	Bailey	Morristown	439.88
Rebecca	Roberts	Brooklyn	439.88
Mary	Smith	Lansdale	439.88
Mary	Smith	Caguas	439.88
Lauren	Smith	East Brunswick	439.88
Mary	Smith	Honolulu	439.88
Patricia	Petersen	Freeport	439.88
Mary	Davis	Caguas	439.88
Carolyn	Smith	Atlanta	439.88
Mary	Hodges	Caguas	439.88
Thomas	Smith	Goleta	439.88
Michael	Richardson	Rock Hill	439.88
Mary	Krause	Caguas	439.88
Mary	Lester	Chicago	439.88
Mary	Smith	Caguas	439.88
Wayne	Smith	Caguas	439.88
Angela	Smith	Las Cruces	439.88
David	Norris	Louisville	439.88
Linda	Smith	Troy	439.88
Joyce	Smith	Dallas	439.88
Donna	Smith	Tallahassee	439.88
Shawn	Huffman	Caguas	439.88
Paul	Suarez	Simi Valley	439.88
Laura	Lopez	Long Beach	439.88
Mary	Brown	Garden Grove	439.88
Rose	Smith	Las Vegas	439.87
Mary	Thomas	Anaheim	439.86
Mary	Carter	Dorchester Center	439.86
Mary	Taylor	Mount Pleasant	439.85
David	Smith	Caguas	439.84
Mary	Smith	Ontario	439.83
Patricia	Smith	Pawtucket	439.83
Mary	Downs	Tampa	438.97
Michael	Scott	Caguas	437.98
Sean	Smith	Bloomfield	437.96000000000004
Samantha	Goodwin	Caguas	437.91
Mary	Smith	Caguas	437.86
Mary	Smith	Roswell	435.97
Albert	Smith	Brooklyn	435.96000000000004
Joseph	Lucero	Miami	435.96000000000004
Mary	Smith	Lithonia	435.94000000000005
Mary	Shah	Winter Park	435.92
Timothy	Smith	Valrico	434.99
