fname	lname	city	order_amount
Mary	Brown	Caguas	859.9200000000001
Judy	Hale	Caguas	859.9200000000001
Lisa	Smith	Bakersfield	859.9200000000001
Rose	Sanders	Oxnard	859.9200000000001
Michelle	Smith	Williamsport	859.9200000000001
Roy	Smith	Manati	859.9200000000001
Stephanie	Archer	Caguas	859.9200000000001
Evelyn	Smith	San Juan	859.9200000000001
Walter	Smith	Peabody	859.9200000000001
Danielle	Smith	York	859.9200000000001
Kathleen	Patrick	San Diego	859.9200000000001
Gloria	Mcknight	Flushing	859.9200000000001
Justin	Hoffman	Livermore	859.9200000000001
Gregory	Smith	Caguas	859.9200000000001
Wayne	Kelly	Indio	859.9200000000001
Rachel	Fuentes	Brooklyn	859.9200000000001
Mary	Howard	Fort Worth	859.9200000000001
Ashley	Smith	Brooklyn	859.9200000000001
Mary	Morgan	Caguas	859.9200000000001
David	Smith	Mililani	859.9200000000001
Mary	Luna	Caguas	859.9200000000001
Sandra	Rangel	Hialeah	859.9200000000001
Roger	Jackson	New York	859.9200000000001
Mary	Valenzuela	Caguas	859.9200000000001
Jordan	Ortiz	Cleveland	859.9200000000001
Mary	Spencer	Alpharetta	859.9200000000001
Lawrence	Mclaughlin	Caguas	859.9200000000001
Mary	Gray	Caguas	859.9200000000001
Mary	Cherry	Caguas	859.9200000000001
Crystal	Contreras	Tampa	859.9200000000001
Mary	Wolf	Greensboro	859.92
Joe	Moody	Wheaton	859.92
Mary	Butler	Lawrence	859.9100000000001
James	Potter	Caguas	859.9100000000001
Michael	Bailey	Morristown	859.9100000000001
George	Mason	Bowling Green	859.9100000000001
Sean	Burton	Broken Arrow	859.9100000000001
Nathan	Griffin	Los Angeles	859.9100000000001
Mary	Garner	Houston	859.9100000000001
Jonathan	Martin	Elyria	859.9100000000001
Carolyn	Smith	Houston	859.9100000000001
Andrea	Smith	Henderson	859.9100000000001
Linda	Rojas	Dallas	859.9100000000001
Mary	Bond	Caguas	859.9100000000001
Paul	Garcia	Saint Paul	859.9100000000001
Kathleen	Smith	Caguas	859.9100000000001
Mary	Hamilton	Folsom	859.9100000000001
Denise	Potter	Apopka	859.9100000000001
Mary	Castillo	Long Beach	859.9100000000001
Alice	Russo	Houston	859.9100000000001
Angela	Oconnell	Hamtramck	859.9100000000001
Mary	Hodges	Irving	859.9100000000001
Mary	Patterson	Caguas	859.9100000000001
Mark	Reid	Miami	859.9100000000001
Edward	Myers	Visalia	859.9100000000001
Mary	Hancock	Caguas	859.9100000000001
Mary	Mcfarland	Sugar Land	859.9100000000001
Joseph	Graves	Augusta	859.9100000000001
Lauren	Booth	Caguas	859.9100000000001
Mary	Johnson	Antioch	859.9100000000001
Mary	Smith	Caguas	859.9100000000001
Amanda	Foster	Aurora	859.9100000000001
Mary	Smith	Caguas	859.9100000000001
Teresa	Berg	Antioch	859.9100000000001
Mary	Brooks	Caguas	859.9100000000001
Christina	Daniel	Caguas	859.9100000000001
Mary	Smith	Caguas	859.91
Mary	Hardin	Caguas	859.91
Kenneth	Smith	Moline	859.91
Karen	Smith	Caguas	859.91
Mary	Powell	Miami	859.9000000000001
Mary	Smith	Detroit	859.9000000000001
Tammy	Leblanc	Caguas	859.9000000000001
Kathy	Gross	Houston	859.9000000000001
Tiffany	Ryan	Oxnard	859.9000000000001
Mary	Smith	Corona	859.9000000000001
Mary	Weaver	Strongsville	859.9000000000001
Mary	Smith	Elgin	859.9000000000001
Mary	Ford	Hayward	859.9000000000001
Samuel	Smith	Caguas	859.9000000000001
Laura	Smith	Oceanside	859.9000000000001
Mary	Smith	Chandler	859.9000000000001
Katherine	Scott	Caguas	859.9000000000001
Henry	Smith	Memphis	859.9000000000001
Mary	Keller	Toms River	859.9000000000001
Danielle	Smith	Caguas	859.9000000000001
Michael	Smith	Caguas	859.9000000000001
Mary	Smith	Caguas	859.9000000000001
Mary	Alvarez	Seattle	859.9000000000001
Alexander	Cunningham	Caguas	859.9000000000001
Marie	Martinez	San Jose	859.9000000000001
Mary	Smith	Caguas	859.9000000000001
Mary	Smith	New York	859.9000000000001
Jason	Smith	Mesa	859.9000000000001
Stephanie	Young	Cupertino	859.9
Mary	Reynolds	Oregon City	859.9
Mary	Salinas	Florissant	859.9
