fname	lname	city	order_amount
Barbara	Harris	Tampa	649.98
Mary	Mills	Caguas	649.98
Kyle	Santiago	Morrisville	649.98
Zachary	Watkins	Caguas	649.98
Eugene	Smith	Los Angeles	649.98
Amy	Hood	Hyattsville	649.98
Richard	Smith	Alhambra	649.98
Kimberly	Perez	Phoenix	649.98
Daniel	Joseph	Chicago	649.98
Mary	Gonzalez	San Jose	649.98
Brian	Wilson	Chicago	649.98
Joan	Lewis	Chillicothe	649.98
Kathleen	Becker	Brooklyn	649.98
Catherine	Roman	San Pedro	649.98
Hannah	Simpson	Mission Viejo	649.98
Mary	Barrett	Lynwood	649.98
Mary	Rios	Kaneohe	649.98
Jeffrey	Pugh	Cayey	649.98
Mary	Medina	Caguas	649.98
Gregory	Snyder	Aurora	649.98
Jason	Haas	Caguas	649.98
Mary	Smith	Los Angeles	649.98
Teresa	Carlson	New York	649.98
Mary	Butler	Conway	649.98
Margaret	Smith	Gardena	649.98
Mary	Jones	Caguas	649.98
Marie	Davis	Caguas	649.98
Mary	Perkins	Caguas	649.98
Susan	Smith	Longmont	649.98
Justin	Smith	Caguas	649.98
Mary	Smith	Caguas	649.98
Judith	Smith	Tampa	649.98
Eric	Smith	Brooklyn	649.98
Jacqueline	Krueger	Douglasville	649.98
Mary	Bell	Caguas	649.98
Lauren	Lewis	Caguas	649.98
Mary	Smith	Caguas	649.98
Mary	Smith	Harlingen	649.98
Linda	Smith	Anaheim	649.98
Jason	Smith	Santa Ana	649.98
Jonathan	Turner	Caguas	649.98
Kevin	Horn	Caguas	649.98
Carol	Smith	Brooklyn	649.98
Christopher	Smith	Indio	649.98
Michael	Banks	Salt Lake City	649.98
Kathryn	Smith	Caguas	649.98
Theresa	Welch	Miami	649.98
Brandon	Smith	Hamilton	649.98
Steven	Smith	Caguas	649.98
Crystal	Smith	Caguas	649.98
Ruth	Maynard	Caguas	649.98
Mary	Hall	Quincy	649.98
Mary	Hayes	Caguas	649.98
Joyce	Smith	Caguas	649.98
Daniel	Johnson	Huntington Station	649.98
Mary	Smith	Caguas	649.98
Hannah	Gregory	Fort Lauderdale	649.98
Mary	Smith	Caguas	649.98
Mary	Smith	Caguas	649.98
Donald	Smith	Levittown	649.98
Mary	Thompson	New York	649.98
Frank	Davis	Bridgeton	649.98
Mary	Cowan	Strongsville	649.98
Mary	Anderson	New York	649.98
Mary	Jefferson	Caguas	649.98
Mary	Riley	Knoxville	649.98
Charles	Burns	Caguas	649.98
Mary	Hill	Stone Mountain	649.98
Ronald	Smith	Fountain Valley	649.98
Mary	Rodgers	Los Angeles	649.98
Arthur	Garrison	Staten Island	649.98
Jack	Smith	Houston	649.98
Margaret	Smith	Miami	649.98
Mary	Murphy	Wilkes Barre	649.98
Mary	Dickerson	Orlando	649.98
Catherine	Smith	Caguas	649.98
Mary	Mccormick	Miami	649.98
Mary	Smith	Greenville	649.98
Mary	Banks	Elmhurst	649.98
David	Chambers	Caguas	649.98
Richard	Smith	Germantown	649.98
Mary	Garza	Caguas	649.98
Matthew	Rasmussen	Reseda	649.98
Keith	Callahan	Opelousas	649.98
Linda	Ibarra	Caguas	649.98
Andrea	Wang	Chandler	649.98
Karen	Barber	Stamford	649.98
Jeremy	Pennington	Caguas	649.98
Danielle	Smith	Caguas	649.98
Frank	Smith	Caguas	649.98
Mary	Blake	Detroit	649.98
Mary	Skinner	Brooklyn	649.97
Mary	Cline	Caguas	649.97
Samantha	Goodwin	Caguas	649.97
Mary	Smith	Caguas	649.97
Samuel	Hammond	Caguas	649.97
Mary	Barnes	Memphis	649.97
Mary	Martin	Roseburg	649.97
Mary	Smith	Marrero	649.97
Robert	Fitzpatrick	Caguas	649.97
Shawn	Smith	Caguas	649.97
Martha	Kelly	Brandon	649.97
Richard	Smith	Virginia Beach	649.97
Catherine	Washington	Aurora	649.97
Hannah	Smith	Sugar Land	649.97
Joan	Kelly	Miami	649.97
Mary	Moore	Campbell	649.97
Paul	Case	Marietta	649.97
Judy	Wall	Caguas	649.97
Eric	Floyd	Hollywood	649.97
Mary	Smith	Honolulu	649.97
Mary	White	Caguas	649.97
Virginia	Smith	Bellflower	649.97
Elizabeth	Gonzales	Caguas	649.97
Eric	Smith	Tustin	649.97
Angela	English	Citrus Heights	649.97
Ruth	Shepherd	Grove City	649.97
Katherine	Moore	Fairfield	649.97
Brittany	Smith	Daly City	649.97
Mary	Donovan	Amarillo	649.97
Mary	Callahan	Passaic	649.97
Mary	Smith	Chesapeake	649.97
William	Crawford	Rock Hill	649.97
Paul	Trevino	West Chester	649.97
Mary	Ward	Summerville	649.97
Mary	Brooks	Eugene	649.97
James	Harrell	Phoenix	649.97
Mary	Hayden	Columbia	649.97
Brenda	Carey	Caguas	649.97
Kimberly	Villa	Buffalo	649.97
Mary	Smith	Passaic	649.97
Catherine	Smith	Raleigh	649.97
Mary	Smith	Caguas	649.97
Mary	Chavez	Chicago	649.97
Mary	Smith	Elgin	649.97
Philip	Miles	Orlando	649.97
Sandra	Bennett	Carrollton	649.97
Mary	Smith	Juana Diaz	649.97
Denise	Cohen	West Orange	649.96
Christian	Smith	San Diego	649.96
Cheryl	Smith	Caguas	649.96
Mary	Clayton	Caguas	649.96
Joseph	Smith	Caguas	649.96
Mary	Williams	Los Angeles	649.96
Patricia	Allen	Pittsburg	649.96
Adam	Smith	Caguas	649.96
Mary	Kim	Chicago	649.96
Mary	Reeves	O Fallon	649.96
Katherine	Tyler	Caguas	649.96
Billy	Pittman	Caguas	649.96
Megan	Holland	Norcross	649.96
Mary	Proctor	Caguas	649.96
Mary	Burton	San Benito	649.96
Keith	Smith	Caguas	649.96
Jennifer	Moss	Perth Amboy	649.96
Cynthia	Harper	Caguas	649.96
Jacob	Woods	Catonsville	649.96
Mary	Smith	Chicago	649.96
Robert	Smith	Caguas	649.96
Matthew	Rasmussen	Reseda	649.96
David	Smith	Laredo	649.96
Mary	Smith	Caguas	649.96
Denise	Potter	Apopka	649.96
Mary	Hughes	Caguas	649.96
Virginia	Robles	Caguas	649.96
William	Zimmerman	Caguas	649.96
Cynthia	Jenkins	Colorado Springs	649.96
Mary	Bender	Caguas	649.96
David	Black	Milford	649.96
Henry	Jones	Philadelphia	649.96
Mary	Ortiz	Ballwin	649.96
Mary	Smith	Caguas	649.96
Sharon	Short	Ponce	649.96
Mary	Carlson	San Diego	649.96
William	Smith	Apopka	649.96
Mary	Castillo	Long Beach	649.96
Mary	Mack	Carol Stream	649.96
Mary	Smith	Caguas	649.96
Donna	Smith	Augusta	649.96
Mary	Gordon	Trujillo Alto	649.96
Teresa	Smith	Caguas	649.96
Danielle	Smith	Pompano Beach	649.96
Mary	Fisher	Caguas	649.96
Mary	French	Caguas	649.96
Michael	Davis	Caguas	649.96
Paul	Smith	Caguas	649.96
Raymond	Berry	Caguas	649.96
Ashley	Smith	Caguas	649.96
Mary	Russell	Caguas	649.95
Melissa	Rosario	Tampa	649.95
Mary	Smith	Caguas	649.95
Phillip	Maldonado	Caguas	649.95
Johnny	Smith	Caguas	649.95
Judith	Smith	San Juan	649.95
Sharon	Mendoza	Bakersfield	649.95
Heather	Smith	Fort Lauderdale	649.95
David	Franklin	Caguas	649.95
Teresa	Smith	Caguas	649.95
Mary	Smith	Atlanta	649.95
Mary	Lara	North Hollywood	649.95
Mary	Sweeney	Rowland Heights	649.95
Brittany	Holmes	Caguas	649.95
Mary	Nunez	Denver	649.95
Mark	Harris	Caguas	649.95
Mary	Watson	Caguas	649.95
Amy	Kent	Hanover	649.95
Richard	Smith	Richmond	649.95
Arthur	Smith	Escondido	649.95
Andrew	Smith	Caguas	649.95
Michael	Wiley	Harlingen	649.95
Mary	Mills	Rochester	649.95
Mary	Ayala	Lindenhurst	649.95
Mary	Williams	East Brunswick	649.95
Susan	Zhang	Corona	649.95
Jessica	Turner	Brooklyn	649.95
Edward	Pugh	Atlanta	649.95
Mary	Taylor	Westland	649.95
Janet	Smith	Salinas	649.95
Mary	Smith	Flushing	649.95
David	Smith	Harvey	649.95
Mary	Mayer	Tampa	649.95
Judy	Smith	Brooklyn	649.95
Tiffany	Smith	Morristown	649.95
Daniel	Diaz	Caguas	649.95
Mary	Morales	New Orleans	649.95
Mary	Smith	Caguas	649.95
Christopher	Smith	Sacramento	649.95
Mary	Levy	Caguas	649.95
Mary	Smith	Los Angeles	649.95
Catherine	Spence	Caguas	649.95
James	Carpenter	Caguas	649.95
Mary	Mcfarland	Sugar Land	649.95
Mary	Smith	East Brunswick	649.95
Kevin	Dixon	Caguas	649.95
John	Smith	Philadelphia	649.95
Judith	Ray	Caguas	649.95
Sandra	Heath	Freeport	649.95
Mary	Robinson	Caguas	649.95
David	Smith	Memphis	649.95
Karen	Smith	Caguas	649.95
Mary	Smith	Caguas	649.95
Christopher	Smith	Powder Springs	649.95
Mary	Smith	Elgin	649.95
Nicholas	Hood	South Richmond Hill	649.95
Mary	Smith	Caguas	649.95
Mary	Smith	Marietta	649.95
Rebecca	Turner	Caguas	649.95
Willie	Smith	Caguas	649.95
Olivia	Smith	Caguas	649.95
Paul	Smith	Caguas	649.95
Carol	Smith	Caguas	649.95
Anthony	Zimmerman	Caguas	649.95
Mary	Barnett	Caguas	649.95
Nicholas	Smith	Caguas	649.95
Mary	Smith	Seattle	649.95
Amy	Perez	Caguas	649.95
Mary	Rosario	Caguas	649.95
Melissa	Miller	Caguas	649.95
Carolyn	Charles	Chesapeake	649.95
Mary	Morris	New Albany	649.95
Michael	Green	Anaheim	649.95
Christina	Carroll	East Lansing	649.95
Elizabeth	Smith	Las Vegas	649.95
Mary	Smith	Sugar Land	649.95
Walter	Rollins	Caguas	649.95
Mary	Smith	Caguas	649.95
Jordan	Gay	Brooklyn	649.95
Mary	Smith	Caguas	649.95
Mary	Brown	Chula Vista	649.95
Mary	Morrison	Corona	649.95
Mary	Smith	Caguas	649.95
Jennifer	Dominguez	Caguas	649.95
Mary	Blair	Caguas	649.95
Jeremy	Tucker	Caguas	649.95
Brandon	Adkins	Ann Arbor	649.95
Gerald	Wright	Caguas	649.95
Christian	Smith	Stamford	649.95
Christian	Smith	Caguas	649.95
Ruth	Becker	Freeport	649.95
Sean	Castro	Birmingham	649.95
Nicholas	Smith	La Puente	649.95
Grace	Lam	Quincy	649.95
Mary	Bryant	New York	649.95
Mary	Smith	Caguas	649.95
Donald	West	Caguas	649.95
Mary	Peters	Fountain Valley	649.95
Mary	Herman	Fond Du Lac	649.95
Mary	Smith	Plano	649.95
Mary	Smith	Dorchester Center	649.95
Mary	Smith	Fayetteville	649.95
Mary	Woods	New York	649.95
Linda	Smith	Hamilton	649.95
