fname	lname	city	order_amount
Christian	Wilson	Caguas	379.88
Mary	Simmons	Caguas	379.86
Dylan	Conner	Los Angeles	379.84000000000003
William	Walter	Houston	379.83
Eric	Smith	Caguas	378.97
Mary	Smith	Jacksonville	377.96000000000004
Mary	Hoover	Lilburn	377.96
James	Smith	Caguas	377.95
Rachel	Smith	Chandler	377.94
Christine	Horne	Caguas	377.92
Mary	Smith	Caguas	377.86
Janet	Garner	Greenville	376.96000000000004
Christopher	Smith	Sacramento	376.90000000000003
Mary	Taylor	Westland	376.9
Mary	Gray	Placentia	375.91
Mary	Schultz	Caguas	375.9
Mary	Anderson	Caguas	375.0
Mary	Bishop	Fontana	374.99
Thomas	Stokes	Canton	374.97
Emily	Coleman	Caguas	374.96000000000004
Kathleen	Torres	Sugar Land	374.96000000000004
Mary	Cross	Caguas	374.95000000000005
Mary	Baxter	Caguas	374.95000000000005
Joan	Alexander	Pico Rivera	374.95000000000005
Mary	Jones	Caguas	374.95
Mary	Jones	Caguas	374.95
Angela	Smith	Caguas	374.95
Thomas	Smith	Caguas	374.95
Mary	Smith	Elk Grove	374.94000000000005
Mary	Brooks	Lancaster	374.94000000000005
Karen	Davies	Caguas	374.94000000000005
Virginia	Smith	Caguas	374.94
Joshua	Lewis	Palatine	374.94
Mary	Brown	Aurora	374.94
Mary	Howell	Van Nuys	374.94
Amber	Faulkner	Caguas	374.93000000000006
Mary	Daniels	Middletown	374.93
Mary	Ryan	Lancaster	374.93
Mary	Sutton	Caguas	374.93
Mary	Smith	Santa Ana	374.92
Mary	Knapp	Caguas	374.92
Robert	Smith	Yuma	374.91999999999996
Brian	Smith	Alpharetta	374.91999999999996
Mary	Washington	Tucson	374.91999999999996
Mary	Smith	Dallas	374.91999999999996
Mary	Smith	Caguas	374.91999999999996
Elizabeth	Smith	Caguas	374.91
Jane	Warren	Henderson	374.9
Aaron	Sharp	Caguas	374.9
Tammy	Robinson	Caguas	374.9
Christina	Nelson	El Paso	374.9
Tyler	Smith	Broken Arrow	374.9
Russell	Smith	Chicago	374.9
Mary	Smith	Caguas	374.89
Emily	Stone	Riverside	374.88
Laura	Young	Caguas	374.87
Mary	Smith	Caguas	374.84999999999997
Mary	King	Bronx	373.97
Mary	Mendoza	Stockbridge	373.94
Crystal	Contreras	Tampa	373.94
Elizabeth	Smith	Palmdale	373.94
Joseph	Smith	Caguas	373.91
Brenda	Oconnell	Phoenix	373.89000000000004
Mary	Santiago	Bloomfield	373.87
Kathy	Simpson	San Diego	372.98
Alice	Rodriguez	Bronx	372.91
Nathan	Smith	Washington	371.96000000000004
Mary	Smith	Normal	371.96000000000004
Nicholas	Meyers	Caguas	371.96000000000004
Robert	Kaufman	Miami	371.95
Mary	Ochoa	Lilburn	371.90999999999997
Lauren	Hartman	Caguas	371.9
James	Rogers	Jersey City	371.89
Mary	Todd	Caguas	371.88
Mary	Smith	Brighton	369.98
Mary	Randall	Memphis	369.98
Mary	Mccann	Caguas	369.98
Mary	Smith	Round Rock	369.98
Christine	Smith	Caguas	369.98
Mary	Rosario	Caguas	369.98
Donald	Rowland	Jamaica	369.98
Mary	Smith	Salt Lake City	369.98
Mary	Smith	Caguas	369.98
Mary	Smith	Augusta	369.98
Tammy	Smith	Scottsdale	369.98
Edward	Peters	Caguas	369.98
Mary	Pruitt	Mililani	369.98
Judith	Bailey	Caguas	369.98
Mary	Smith	Caguas	369.98
Karen	Smith	Brooklyn	369.98
Mary	Smith	Federal Way	369.98
Mary	Christian	Caguas	369.98
Mildred	Cunningham	Las Vegas	369.98
Michael	Smith	Gwynn Oak	369.98
Mary	Lindsey	Roswell	369.98
Mary	Smith	Caguas	369.98
Laura	Owens	Brooklyn	369.98
Grace	Mcbride	Caguas	369.98
Mary	Dyer	Houston	369.98
Thomas	White	Caguas	369.98
Mary	Thomas	Anaheim	369.98
Judith	Smith	Clementon	369.97
Mary	Hill	Caguas	369.97
Cynthia	Macdonald	Orlando	369.97
Mary	Jordan	Caguas	369.97
Mary	Smith	Philadelphia	369.97
Alexander	Smith	Cypress	369.97
David	Smith	Corona	369.97
Rebecca	Tran	Glendale	369.97
Ryan	Gay	Tustin	369.97
Victoria	Smith	Portland	369.97
Mary	Booth	Caguas	369.97
Mary	Aguilar	Caguas	369.97
Eric	Smith	Wyandotte	369.97
Mary	Smith	West Chester	369.97
Mary	Smith	Yuma	369.97
Michael	Smith	Chicago	369.97
Larry	Smith	Caguas	369.97
Mary	Smith	Detroit	369.97
Mary	Mercer	Bellflower	369.97
Mary	Bray	Caguas	369.97
Mary	Hernandez	Wheeling	369.97
Denise	Smith	San Antonio	369.97
Mary	Smith	Caguas	369.97
Dylan	Smith	Buena Park	369.97
Mary	Huerta	Caguas	369.97
Mary	Smith	Albuquerque	369.97
Christopher	Lawrence	Las Vegas	369.97
Russell	Smith	Caguas	369.97
Shirley	Smith	Chicago	369.97
Mary	Buchanan	Los Angeles	369.97
Ashley	Whitaker	Orlando	369.97
Mary	Larson	Rowland Heights	369.97
Angela	Delacruz	Phoenix	369.97
John	Powell	Palo Alto	369.96000000000004
Mary	Smith	Chicago	369.96000000000004
Ethan	Smith	Caguas	369.96000000000004
Jason	Smith	East Lansing	369.96000000000004
Daniel	Smith	Caguas	369.96000000000004
Matthew	Norman	Caguas	369.96
Mary	Smith	Pomona	369.96
Mary	Frank	New Orleans	369.96
Sandra	Smith	Honolulu	369.95000000000005
Walter	Fuller	North Richland Hills	369.95000000000005
Sharon	Mclaughlin	Florissant	369.95000000000005
Mary	Smith	Caguas	369.95000000000005
John	Smith	Elgin	369.95000000000005
Anna	Mcdonald	Philadelphia	369.95000000000005
Mary	Smith	Columbus	369.95000000000005
Mary	Sawyer	San Juan	369.95000000000005
Raymond	Adams	Caguas	369.95000000000005
Eugene	Lewis	Philadelphia	369.95000000000005
Laura	Stevens	Los Angeles	369.95000000000005
Mary	Baker	Fresno	369.95000000000005
Sharon	Smith	Caguas	369.95000000000005
Jessica	Roberts	Caguas	369.95000000000005
Mary	Lara	O Fallon	369.95000000000005
John	Church	Oregon City	369.95000000000005
Denise	Smith	Campbell	369.95000000000005
Carol	Smith	San Antonio	369.95000000000005
Mary	Romero	Detroit	369.95000000000005
Daniel	Young	Caguas	369.95000000000005
Victoria	Smith	Caguas	369.95000000000005
Mary	Bates	Union City	369.95000000000005
Mary	Smith	Miami	369.95000000000005
