fname	lname	city	order_amount
John	Smith	Everett	729.95
Mary	Brooks	Campbell	729.95
Roger	Johnson	South Ozone Park	729.95
James	Hardin	Plano	729.95
Sarah	Smith	Caguas	729.95
Ashley	Smith	Caguas	729.95
Mary	Eaton	Caguas	729.95
Cynthia	Price	Caguas	729.95
Scott	Stone	Jonesboro	729.95
Mary	Martin	Wyandotte	729.95
Madison	Joseph	Chicago	729.95
Michael	House	Caguas	729.95
Kimberly	Salazar	Caguas	729.95
Kathy	Jenkins	Chicago	729.95
Mary	Martin	Roseburg	729.95
Mary	Smith	Caguas	729.95
Juan	Ashley	Caguas	729.95
Rose	Griffith	Van Nuys	729.95
Christopher	Smith	Indio	729.95
Christine	Smith	Spring Valley	729.95
Ruth	Brown	Caguas	729.95
Benjamin	Taylor	San Jose	729.95
Mary	Stanley	Brooklyn	729.95
Mary	Sweeney	Rowland Heights	729.95
Mary	Blankenship	Caguas	729.95
George	Simmons	Caguas	729.95
Cynthia	Berry	Paramount	729.95
Jane	Day	San Benito	729.95
Mary	Gill	Florissant	729.95
Michael	Pope	Caguas	729.95
Mary	Smith	Augusta	729.95
Mary	Smith	Middletown	729.95
Joyce	Lopez	Freeport	729.95
Cynthia	Mcbride	Clarksville	729.95
Mary	Smith	Brooklyn	729.95
Bruce	Mitchell	Roswell	729.95
Heather	Bentley	Clearfield	729.95
Mary	Smith	Roseburg	729.95
Mary	Smith	Anaheim	729.95
Danielle	Smith	Merced	729.95
Roy	Smith	Mission	729.95
Sara	Baxter	South El Monte	729.95
Bruce	Smith	Los Angeles	729.95
Nancy	Jennings	Caguas	729.95
Linda	Walters	San Antonio	729.95
Mary	Mckee	Pittsfield	729.95
Lawrence	Mclaughlin	Caguas	729.95
Mary	Kaiser	Caguas	729.95
Brian	Weber	O Fallon	729.95
Victoria	Browning	Garden Grove	729.95
Mary	Wilson	Las Vegas	729.95
Randy	Fisher	Caguas	729.95
Richard	Robinson	Pomona	729.95
Mary	Smith	Brooklyn	729.95
Keith	Barnes	Caguas	729.95
Mary	Adams	Miami	729.95
Ashley	Castaneda	Caguas	729.95
Mary	Moore	Pawtucket	729.95
Jack	Smith	Stamford	729.95
Anna	Smith	Houston	729.95
Jacqueline	Smith	Caguas	729.95
Mary	Smith	Winnetka	729.95
Mary	Smith	Baltimore	729.95
Donald	Smith	Carlsbad	729.95
Linda	Delacruz	Caguas	729.95
Margaret	Wright	Oceanside	729.95
Nicole	Gentry	Huntington Station	729.95
Mary	Roth	Aurora	729.95
Mary	Weaver	Pomona	729.95
Andrew	Garza	Caguas	729.95
Michael	Richardson	Rock Hill	729.95
Terry	Hartman	North Hills	729.95
Mary	Smith	Austin	729.95
Pamela	Michael	Granite City	729.95
Mary	Smith	Gardena	729.95
Mary	Smith	Vista	729.95
Gary	Tanner	Azusa	729.95
John	Smith	Roswell	729.95
Mary	Serrano	Caguas	729.95
Mary	Smith	Tustin	729.95
Karen	Smith	North Hills	729.95
Mary	Smith	La Crosse	729.95
Mary	Sandoval	Bronx	729.95
Thomas	Smith	Caguas	729.95
Karen	Davies	Caguas	729.95
Mary	Jones	Chicago	729.94
Mary	Hawkins	Woodbridge	729.94
Pamela	Murphy	Caguas	729.94
Thomas	Smith	Caguas	729.94
Steven	Hardin	Marietta	729.94
Shawn	Smith	Caguas	729.94
Mary	Smith	Alpharetta	729.94
Bryan	Ramos	North Richland Hills	729.94
Benjamin	Smith	Caguas	729.94
Stephanie	Smith	Gardena	729.94
Mary	Mcknight	Caguas	729.94
Dennis	Smith	Houston	729.94
Donna	Williams	Salt Lake City	729.94
Michael	Townsend	Austin	729.94
Alan	Berger	South Ozone Park	729.94
Mary	Smith	Fayetteville	729.94
Paul	Smith	Caguas	729.94
Christopher	Smith	Provo	729.94
Mary	Williams	Caguas	729.94
Mary	Horton	Antioch	729.94
Douglas	Turner	Caguas	729.94
Heather	Smith	Caguas	729.94
Patricia	Delgado	Salem	729.94
Richard	Holland	Philadelphia	729.94
Mary	Smith	Caguas	729.94
Barbara	Myers	Mililani	729.94
Mary	Peters	Fountain Valley	729.94
Mary	Jones	Caguas	729.94
Victoria	Pham	Los Angeles	729.94
Mary	Smith	Brooklyn	729.94
Jerry	Clark	Caguas	729.94
Marie	Smith	Caguas	729.94
Ann	Smith	Chicago	729.94
Timothy	Lee	Caguas	729.94
Evelyn	Thompson	Caguas	729.94
Carol	Davila	Caguas	729.94
Jean	Smith	New Castle	729.94
Kathy	Morris	Caguas	729.94
Mary	Wade	Caguas	729.94
Mary	Smith	Winter Park	729.94
Mary	Hernandez	Bronx	729.9300000000001
Mary	Smith	Caguas	729.9300000000001
Mary	Smith	Portland	729.9300000000001
William	Smith	Caguas	729.9300000000001
Douglas	Berry	San Antonio	729.9300000000001
Betty	Hartman	Caguas	729.9300000000001
Mary	Smith	Caguas	729.9300000000001
Amanda	Hogan	Caguas	729.9300000000001
Mary	Hobbs	Ypsilanti	729.9300000000001
Joseph	Stevens	Princeton	729.9300000000001
Russell	Smith	Aurora	729.9300000000001
Mary	Barton	Medina	729.9300000000001
Ronald	Smith	Virginia Beach	729.9300000000001
Ruth	Smith	Salt Lake City	729.9300000000001
Mary	Smith	New York	729.9300000000001
Donna	Booker	Brooklyn	729.9300000000001
Matthew	Brennan	Cleveland	729.9300000000001
Margaret	Taylor	Caguas	729.9300000000001
Mary	Dixon	Phoenix	729.9300000000001
Anthony	Mcguire	Caguas	729.9300000000001
Mary	Smith	Caguas	729.9300000000001
Grace	Smith	Taylor	729.9300000000001
Karen	Smith	Caguas	729.9300000000001
Christopher	Osborn	Fresno	729.9300000000001
Sandra	Nguyen	Fremont	729.9300000000001
Julia	Woodard	Atlanta	729.9300000000001
Marilyn	Smith	Caguas	729.9300000000001
